account_id,snapshot_date,days_past_due,outstanding_balance
A002329,2024-07-31,0,3325.72
A002329,2024-08-31,0,3522.9
A002329,2024-09-30,0,3380.61
A002329,2024-10-31,0,3245.57
A002329,2024-11-30,0,3770.78
A002329,2024-12-31,0,3747.84
A002329,2025-01-31,0,2961.65
A002329,2025-02-28,0,3303.68
A002329,2025-03-31,0,3711.1
A002329,2025-04-30,0,3447.93
A002329,2025-05-31,0,3261.32
A002329,2025-06-30,0,3840.3
A002329,2025-07-31,0,3393.32
A002329,2025-08-31,0,3464.59
A002329,2025-09-30,0,3401.36
A002329,2025-10-31,0,3599.17
A002329,2025-11-30,0,3674.26
A002329,2025-12-31,0,3438.5
A002330,2024-12-31,0,1300.37
A002330,2025-01-31,0,1372.22
A002330,2025-02-28,0,1363.95
A002330,2025-03-31,0,1426.84
A002330,2025-04-30,0,1277.16
A002330,2025-05-31,0,1295.18
A002330,2025-06-30,0,1395.75
A002330,2025-07-31,0,1299.4
A002330,2025-08-31,0,1244.67
A002330,2025-09-30,0,1332.09
A002330,2025-10-31,0,1453.21
A002330,2025-11-30,0,1414.84
A002330,2025-12-31,0,1242.05
A002331,2024-08-31,0,736.84
A002331,2024-09-30,0,702.31
A002331,2024-10-31,0,834.76
A002331,2024-11-30,0,696.36
A002331,2024-12-31,0,772.12
A002331,2025-01-31,0,833.79
A002331,2025-02-28,0,886.46
A002331,2025-03-31,0,772.14
A002331,2025-04-30,0,778.79
A002331,2025-05-31,0,719.04
A002331,2025-06-30,0,800.45
A002331,2025-07-31,0,862.56
A002331,2025-08-31,0,700.49
A002331,2025-09-30,0,886.03
A002331,2025-10-31,0,718.05
A002331,2025-11-30,0,817.48
A002331,2025-12-31,0,959.96
A002332,2024-01-31,0,4549.93
A002332,2024-02-29,0,4610.09
A002332,2024-03-31,0,4258.17
A002332,2024-04-30,0,4438.55
A002332,2024-05-31,0,4356.45
A002332,2024-06-30,0,5103.04
A002332,2024-07-31,0,4818.87
A002332,2024-08-31,0,4065.45
A002332,2024-09-30,0,4470.04
A002332,2024-10-31,0,4212.1
A002332,2024-11-30,0,4431.99
A002332,2024-12-31,0,4695.4
A002332,2025-01-31,0,4602.81
A002332,2025-02-28,0,4284.76
A002332,2025-03-31,0,4086.61
A002332,2025-04-30,0,4379.84
A002332,2025-05-31,0,4439.73
A002332,2025-06-30,0,4110.92
A002332,2025-07-31,0,4168.57
A002332,2025-08-31,0,4532.81
A002332,2025-09-30,0,4058.42
A002332,2025-10-31,0,4957.47
A002332,2025-11-30,0,5054.8
A002332,2025-12-31,0,4165.29
A002333,2024-01-31,0,1008.65
A002333,2024-02-29,0,1119.39
A002333,2024-03-31,0,1117.91
A002333,2024-04-30,0,1136.05
A002333,2024-05-31,0,963.71
A002333,2024-06-30,0,1007.62
A002333,2024-07-31,0,865.97
A002333,2024-08-31,0,996.36
A002333,2024-09-30,0,970.67
A002333,2024-10-31,0,955.36
A002333,2024-11-30,0,1018.38
A002333,2024-12-31,0,992.57
A002333,2025-01-31,0,1032.03
A002333,2025-02-28,0,957.78
A002333,2025-03-31,0,1120.51
A002333,2025-04-30,0,1093.55
A002333,2025-05-31,0,994.64
A002333,2025-06-30,0,926.55
A002333,2025-07-31,0,1069.36
A002333,2025-08-31,0,1133.62
A002333,2025-09-30,0,913.63
A002333,2025-10-31,0,1125.42
A002333,2025-11-30,0,947.11
A002333,2025-12-31,0,971.1
A002334,2024-12-31,0,2142.69
A002334,2025-01-31,0,2346.25
A002334,2025-02-28,0,2168.24
A002334,2025-03-31,0,2330.72
A002334,2025-04-30,0,2204.11
A002334,2025-05-31,0,2121.74
A002334,2025-06-30,0,2273.34
A002334,2025-07-31,0,2617.58
A002334,2025-08-31,0,2030.42
A002334,2025-09-30,0,2269.39
A002334,2025-10-31,0,2411.72
A002334,2025-11-30,0,2078.43
A002334,2025-12-31,0,2247.54
A002335,2024-01-31,0,2415.22
A002335,2024-02-29,0,2195.65
A002335,2024-03-31,0,2450.96
A002335,2024-04-30,0,2449.3
A002335,2024-05-31,0,2072.13
A002335,2024-06-30,0,2654.83
A002335,2024-07-31,0,2200.63
A002335,2024-08-31,30,2314.24
A002335,2024-09-30,30,2584.27
A002335,2024-10-31,0,2344.15
A002335,2024-11-30,0,2194.28
A002335,2024-12-31,0,2368.2
A002335,2025-01-31,0,2524.01
A002335,2025-02-28,0,2717.13
A002335,2025-03-31,0,2456.68
A002335,2025-04-30,0,2105.15
A002335,2025-05-31,0,2382.42
A002335,2025-06-30,0,2479.54
A002335,2025-07-31,0,2423.61
A002335,2025-08-31,0,2449.27
A002335,2025-09-30,0,2496.64
A002335,2025-10-31,0,2341.67
A002335,2025-11-30,0,2252.31
A002335,2025-12-31,0,2359.91
A002336,2024-01-31,0,2975.02
A002336,2024-02-29,0,2874.1
A002336,2024-03-31,0,3062.44
A002336,2024-04-30,0,3202.43
A002336,2024-05-31,0,3176.14
A002336,2024-06-30,0,2683.64
A002336,2024-07-31,0,3019.81
A002336,2024-08-31,0,3439.9
A002336,2024-09-30,0,3095.49
A002336,2024-10-31,0,3393.06
A002336,2024-11-30,0,3210.09
A002336,2024-12-31,0,2812.92
A002336,2025-01-31,0,3451.45
A002336,2025-02-28,0,3169.32
A002336,2025-03-31,0,3292.74
A002336,2025-04-30,0,3195.42
A002336,2025-05-31,0,3174.54
A002336,2025-06-30,0,3274.88
A002336,2025-07-31,0,2830.39
A002336,2025-08-31,0,3355.74
A002336,2025-09-30,0,3339.44
A002336,2025-10-31,0,3246.75
A002336,2025-11-30,0,3138.32
A002336,2025-12-31,0,3328.11
A002337,2024-01-31,0,2987.56
A002337,2024-02-29,0,2970.82
A002337,2024-03-31,0,2801.6
A002337,2024-04-30,0,2887.05
A002337,2024-05-31,0,3305.56
A002337,2024-06-30,0,2936.31
A002337,2024-07-31,0,2796.0
A002337,2024-08-31,0,3004.77
A002337,2024-09-30,0,2786.95
A002337,2024-10-31,0,2696.36
A002337,2024-11-30,0,2722.88
A002337,2024-12-31,0,2832.1
A002337,2025-01-31,0,2828.14
A002337,2025-02-28,0,2647.9
A002337,2025-03-31,0,2643.46
A002337,2025-04-30,0,2856.69
A002337,2025-05-31,0,3099.95
A002337,2025-06-30,0,3187.59
A002337,2025-07-31,30,2637.78
A002337,2025-08-31,0,2913.16
A002337,2025-09-30,0,3176.06
A002337,2025-10-31,0,2612.42
A002337,2025-11-30,0,3163.0
A002337,2025-12-31,0,2510.44
A002338,2024-03-31,0,7224.56
A002338,2024-04-30,0,7665.73
A002338,2024-05-31,0,7344.84
A002338,2024-06-30,0,6923.19
A002338,2024-07-31,0,7746.42
A002338,2024-08-31,0,7399.59
A002338,2024-09-30,0,6869.4
A002338,2024-10-31,0,7550.39
A002338,2024-11-30,0,6857.56
A002338,2024-12-31,0,7449.47
A002338,2025-01-31,0,8588.19
A002338,2025-02-28,0,7968.3
A002338,2025-03-31,0,8217.23
A002338,2025-04-30,0,7741.93
A002338,2025-05-31,0,8039.15
A002338,2025-06-30,30,8593.52
A002338,2025-07-31,30,8019.36
A002338,2025-08-31,30,7711.83
A002338,2025-09-30,30,6801.13
A002338,2025-10-31,30,8434.8
A002338,2025-11-30,30,7507.4
A002338,2025-12-31,0,8083.35
A002339,2024-06-30,0,7477.36
A002339,2024-07-31,0,7469.46
A002339,2024-08-31,0,7425.0
A002339,2024-09-30,0,6904.13
A002339,2024-10-31,0,7811.24
A002339,2024-11-30,0,7991.13
A002339,2024-12-31,0,7059.74
A002339,2025-01-31,0,8197.07
A002339,2025-02-28,0,8151.37
A002339,2025-03-31,0,7586.9
A002339,2025-04-30,0,8076.31
A002339,2025-05-31,0,7157.41
A002339,2025-06-30,0,6508.02
A002339,2025-07-31,0,7450.3
A002339,2025-08-31,0,7047.67
A002339,2025-09-30,0,7880.86
A002339,2025-10-31,0,7940.04
A002339,2025-11-30,0,8670.01
A002339,2025-12-31,0,6825.98
A002340,2024-01-31,0,51648.33
A002340,2024-02-29,0,44475.87
A002340,2024-03-31,0,52978.12
A002340,2024-04-30,0,43015.73
A002340,2024-05-31,0,47410.95
A002340,2024-06-30,0,49561.66
A002340,2024-07-31,0,41974.39
A002340,2024-08-31,0,45375.83
A002340,2024-09-30,0,42292.93
A002340,2024-10-31,0,48777.09
A002340,2024-11-30,30,47506.69
A002340,2024-12-31,30,50539.68
A002340,2025-01-31,60,42911.66
A002340,2025-02-28,30,44327.78
A002340,2025-03-31,60,47103.49
A002340,2025-04-30,90,45953.3
A002340,2025-05-31,90,43610.88
A002340,2025-06-30,90,47609.92
A002340,2025-07-31,90,52162.79
A002340,2025-08-31,60,48859.82
A002340,2025-09-30,90,50497.47
A002340,2025-10-31,90,46929.13
A002340,2025-11-30,90,43000.04
A002340,2025-12-31,90,49550.82
A002341,2024-07-31,0,20769.09
A002341,2024-08-31,0,22075.23
A002341,2024-09-30,0,24796.6
A002341,2024-10-31,0,22504.27
A002341,2024-11-30,0,24721.98
A002341,2024-12-31,0,24085.96
A002341,2025-01-31,0,24225.9
A002341,2025-02-28,0,24894.58
A002341,2025-03-31,0,24274.38
A002341,2025-04-30,0,20351.92
A002341,2025-05-31,0,20847.41
A002341,2025-06-30,0,21906.93
A002341,2025-07-31,0,24983.86
A002341,2025-08-31,0,21903.26
A002341,2025-09-30,0,23421.42
A002341,2025-10-31,0,21669.61
A002341,2025-11-30,0,18135.45
A002341,2025-12-31,0,21001.12
A002342,2024-02-29,0,36658.18
A002342,2024-03-31,0,40971.96
A002342,2024-04-30,0,37567.87
A002342,2024-05-31,0,40748.28
A002342,2024-06-30,0,35250.58
A002342,2024-07-31,0,47353.2
A002342,2024-08-31,0,40358.71
A002342,2024-09-30,0,41649.73
A002342,2024-10-31,0,36593.72
A002342,2024-11-30,0,38333.45
A002342,2024-12-31,0,38240.1
A002342,2025-01-31,0,40337.28
A002342,2025-02-28,0,44512.45
A002342,2025-03-31,0,43227.79
A002342,2025-04-30,0,41701.45
A002342,2025-05-31,0,41701.02
A002342,2025-06-30,0,41634.39
A002342,2025-07-31,0,41386.46
A002342,2025-08-31,0,40332.36
A002342,2025-09-30,0,39574.48
A002342,2025-10-31,0,45651.85
A002342,2025-11-30,0,38781.29
A002342,2025-12-31,0,40581.57
A002343,2024-11-30,0,23013.9
A002343,2024-12-31,0,25829.13
A002343,2025-01-31,0,25168.67
A002343,2025-02-28,0,22721.79
A002343,2025-03-31,0,25312.55
A002343,2025-04-30,0,25250.93
A002343,2025-05-31,0,25451.28
A002343,2025-06-30,0,24622.76
A002343,2025-07-31,0,23301.77
A002343,2025-08-31,0,26207.91
A002343,2025-09-30,0,26074.87
A002343,2025-10-31,0,26282.42
A002343,2025-11-30,0,25382.07
A002343,2025-12-31,0,27034.29
A002344,2024-11-30,0,2084.04
A002344,2024-12-31,0,2255.24
A002344,2025-01-31,0,2268.28
A002344,2025-02-28,0,2282.48
A002344,2025-03-31,0,1953.41
A002344,2025-04-30,0,2523.37
A002344,2025-05-31,0,2657.5
A002344,2025-06-30,0,2177.74
A002344,2025-07-31,0,2438.5
A002344,2025-08-31,0,2141.37
A002344,2025-09-30,0,2191.04
A002344,2025-10-31,0,2464.9
A002344,2025-11-30,0,2181.35
A002344,2025-12-31,0,2421.41
A002345,2024-09-30,0,1351.25
A002345,2024-10-31,0,1171.85
A002345,2024-11-30,0,1246.21
A002345,2024-12-31,0,1117.08
A002345,2025-01-31,30,1203.15
A002345,2025-02-28,30,1174.43
A002345,2025-03-31,30,1240.3
A002345,2025-04-30,60,1197.25
A002345,2025-05-31,90,1014.25
A002345,2025-06-30,90,1119.15
A002345,2025-07-31,90,1168.38
A002345,2025-08-31,90,1291.34
A002345,2025-09-30,90,1210.67
A002345,2025-10-31,90,1131.2
A002345,2025-11-30,60,1237.01
A002345,2025-12-31,60,1165.74
A002346,2024-11-30,0,4296.35
A002346,2024-12-31,0,3982.64
A002346,2025-01-31,0,4650.86
A002346,2025-02-28,0,4563.75
A002346,2025-03-31,0,4614.58
A002346,2025-04-30,0,4334.37
A002346,2025-05-31,0,3816.0
A002346,2025-06-30,0,4275.0
A002346,2025-07-31,0,4613.41
A002346,2025-08-31,0,4121.26
A002346,2025-09-30,0,3940.77
A002346,2025-10-31,0,4483.49
A002346,2025-11-30,0,4348.29
A002346,2025-12-31,0,3876.47
A002347,2025-02-28,0,6275.16
A002347,2025-03-31,0,6344.67
A002347,2025-04-30,0,6133.72
A002347,2025-05-31,0,5312.13
A002347,2025-06-30,0,5901.74
A002347,2025-07-31,0,5618.26
A002347,2025-08-31,0,5849.58
A002347,2025-09-30,0,6136.02
A002347,2025-10-31,0,5867.76
A002347,2025-11-30,0,6047.69
A002347,2025-12-31,0,5919.9
A002348,2024-01-31,0,4085.26
A002348,2024-02-29,0,3985.77
A002348,2024-03-31,0,4419.67
A002348,2024-04-30,0,4391.8
A002348,2024-05-31,0,4473.5
A002348,2024-06-30,0,4162.08
A002348,2024-07-31,0,3898.59
A002348,2024-08-31,0,4424.13
A002348,2024-09-30,0,4528.77
A002348,2024-10-31,0,4245.19
A002348,2024-11-30,0,4256.94
A002348,2024-12-31,0,4742.14
A002348,2025-01-31,0,4457.29
A002348,2025-02-28,0,4126.04
A002348,2025-03-31,0,4602.56
A002348,2025-04-30,0,4152.4
A002348,2025-05-31,0,4170.85
A002348,2025-06-30,0,4545.15
A002348,2025-07-31,0,4188.82
A002348,2025-08-31,0,4418.02
A002348,2025-09-30,0,5094.59
A002348,2025-10-31,0,4123.28
A002348,2025-11-30,0,4007.53
A002348,2025-12-31,0,4020.58
A002349,2024-09-30,0,1077.35
A002349,2024-10-31,0,1010.24
A002349,2024-11-30,0,1209.37
A002349,2024-12-31,0,1149.27
A002349,2025-01-31,0,1066.69
A002349,2025-02-28,0,1077.46
A002349,2025-03-31,0,1078.21
A002349,2025-04-30,0,1090.63
A002349,2025-05-31,0,1145.18
A002349,2025-06-30,0,1053.07
A002349,2025-07-31,0,1018.35
A002349,2025-08-31,0,983.5
A002349,2025-09-30,0,988.01
A002349,2025-10-31,0,1123.43
A002349,2025-11-30,0,971.38
A002349,2025-12-31,0,981.85
A002350,2024-01-31,0,3320.06
A002350,2024-02-29,0,3593.54
A002350,2024-03-31,0,2700.95
A002350,2024-04-30,0,3343.42
A002350,2024-05-31,0,3411.9
A002350,2024-06-30,0,3389.93
A002350,2024-07-31,0,3004.16
A002350,2024-08-31,0,3550.69
A002350,2024-09-30,0,3110.15
A002350,2024-10-31,0,3088.0
A002350,2024-11-30,0,2978.15
A002350,2024-12-31,0,3698.54
A002350,2025-01-31,0,3406.67
A002350,2025-02-28,0,3166.14
A002350,2025-03-31,0,3751.15
A002350,2025-04-30,0,3173.7
A002350,2025-05-31,0,3689.99
A002350,2025-06-30,0,3442.12
A002350,2025-07-31,0,2889.21
A002350,2025-08-31,0,3081.89
A002350,2025-09-30,0,3654.28
A002350,2025-10-31,0,3157.7
A002350,2025-11-30,0,3482.33
A002350,2025-12-31,0,3610.43
A002351,2024-04-30,0,1930.37
A002351,2024-05-31,0,1510.79
A002351,2024-06-30,0,1803.38
A002351,2024-07-31,0,1842.45
A002351,2024-08-31,0,1775.61
A002351,2024-09-30,0,1950.04
A002351,2024-10-31,0,2026.08
A002351,2024-11-30,0,1747.67
A002351,2024-12-31,0,1670.53
A002351,2025-01-31,0,1651.19
A002351,2025-02-28,0,1874.09
A002351,2025-03-31,0,1778.88
A002351,2025-04-30,0,1803.72
A002351,2025-05-31,0,1719.9
A002351,2025-06-30,0,1762.81
A002351,2025-07-31,0,1718.51
A002351,2025-08-31,0,1888.96
A002351,2025-09-30,0,1732.61
A002351,2025-10-31,0,1638.44
A002351,2025-11-30,0,1865.87
A002351,2025-12-31,0,1735.09
A002352,2024-01-31,0,2073.34
A002352,2024-02-29,0,1794.16
A002352,2024-03-31,0,1841.3
A002352,2024-04-30,0,1963.89
A002352,2024-05-31,0,1942.64
A002352,2024-06-30,0,1818.91
A002352,2024-07-31,0,1877.32
A002352,2024-08-31,0,2008.28
A002352,2024-09-30,0,1973.69
A002352,2024-10-31,0,1916.62
A002352,2024-11-30,0,1827.35
A002352,2024-12-31,0,1734.08
A002352,2025-01-31,0,1750.87
A002352,2025-02-28,0,1911.78
A002352,2025-03-31,0,1826.17
A002352,2025-04-30,0,1891.88
A002352,2025-05-31,0,1744.42
A002352,2025-06-30,0,1837.78
A002352,2025-07-31,0,1895.83
A002352,2025-08-31,0,2156.04
A002352,2025-09-30,0,1886.73
A002352,2025-10-31,0,1981.35
A002352,2025-11-30,0,1758.34
A002352,2025-12-31,0,1908.35
A002353,2024-12-31,0,2336.14
A002353,2025-01-31,0,2195.97
A002353,2025-02-28,0,2639.12
A002353,2025-03-31,0,2516.41
A002353,2025-04-30,0,2318.89
A002353,2025-05-31,0,2139.21
A002353,2025-06-30,0,2233.23
A002353,2025-07-31,0,2163.01
A002353,2025-08-31,0,2223.07
A002353,2025-09-30,0,2376.24
A002353,2025-10-31,0,2308.11
A002353,2025-11-30,0,2219.18
A002353,2025-12-31,0,2444.81
A002354,2024-01-31,0,2035.48
A002354,2024-02-29,0,1982.67
A002354,2024-03-31,0,2078.91
A002354,2024-04-30,0,2006.12
A002354,2024-05-31,0,1952.5
A002354,2024-06-30,0,2081.19
A002354,2024-07-31,0,2144.47
A002354,2024-08-31,0,2046.54
A002354,2024-09-30,0,2057.78
A002354,2024-10-31,0,2035.82
A002354,2024-11-30,0,2209.5
A002354,2024-12-31,0,1905.9
A002354,2025-01-31,0,2167.12
A002354,2025-02-28,0,1887.48
A002354,2025-03-31,0,2082.25
A002354,2025-04-30,0,1886.38
A002354,2025-05-31,0,2115.85
A002354,2025-06-30,0,2150.2
A002354,2025-07-31,0,2064.18
A002354,2025-08-31,0,1835.06
A002354,2025-09-30,0,1983.14
A002354,2025-10-31,0,2145.99
A002354,2025-11-30,0,2139.03
A002354,2025-12-31,0,2062.23
A002355,2024-01-31,0,4194.46
A002355,2024-02-29,0,3548.88
A002355,2024-03-31,0,3810.3
A002355,2024-04-30,0,4028.63
A002355,2024-05-31,0,3793.16
A002355,2024-06-30,0,4034.81
A002355,2024-07-31,0,3839.91
A002355,2024-08-31,0,4019.89
A002355,2024-09-30,0,3926.11
A002355,2024-10-31,0,3672.65
A002355,2024-11-30,0,3827.98
A002355,2024-12-31,0,3379.63
A002355,2025-01-31,0,3639.57
A002355,2025-02-28,0,3456.98
A002355,2025-03-31,0,3557.76
A002355,2025-04-30,0,4464.5
A002355,2025-05-31,0,3281.02
A002355,2025-06-30,0,3361.44
A002355,2025-07-31,0,3726.93
A002355,2025-08-31,0,3633.11
A002355,2025-09-30,0,3646.74
A002355,2025-10-31,0,3690.76
A002355,2025-11-30,0,3526.37
A002355,2025-12-31,0,3887.08
A002356,2024-12-31,0,1363.05
A002356,2025-01-31,0,1376.2
A002356,2025-02-28,0,1276.47
A002356,2025-03-31,0,1449.78
A002356,2025-04-30,0,1273.34
A002356,2025-05-31,0,1464.44
A002356,2025-06-30,0,1464.17
A002356,2025-07-31,0,1268.54
A002356,2025-08-31,0,1412.98
A002356,2025-09-30,0,1473.84
A002356,2025-10-31,0,1449.76
A002356,2025-11-30,0,1456.39
A002356,2025-12-31,0,1373.9
A002357,2024-03-31,0,2669.13
A002357,2024-04-30,0,2212.88
A002357,2024-05-31,0,2398.79
A002357,2024-06-30,0,2723.93
A002357,2024-07-31,0,2584.09
A002357,2024-08-31,0,2469.5
A002357,2024-09-30,0,2774.93
A002357,2024-10-31,0,2185.0
A002357,2024-11-30,0,2447.43
A002357,2024-12-31,0,2604.21
A002357,2025-01-31,0,2491.27
A002357,2025-02-28,0,2311.07
A002357,2025-03-31,0,2549.37
A002357,2025-04-30,0,2557.76
A002357,2025-05-31,0,2304.1
A002357,2025-06-30,0,2758.15
A002357,2025-07-31,0,2374.5
A002357,2025-08-31,0,2614.42
A002357,2025-09-30,0,2489.63
A002357,2025-10-31,0,2529.28
A002357,2025-11-30,0,2537.08
A002357,2025-12-31,0,2314.93
A002358,2024-03-31,0,13874.64
A002358,2024-04-30,0,13980.17
A002358,2024-05-31,0,13218.42
A002358,2024-06-30,0,13072.74
A002358,2024-07-31,0,11631.76
A002358,2024-08-31,0,13497.15
A002358,2024-09-30,0,14186.72
A002358,2024-10-31,0,15157.88
A002358,2024-11-30,0,13628.59
A002358,2024-12-31,0,13251.43
A002358,2025-01-31,0,15642.6
A002358,2025-02-28,0,11976.01
A002358,2025-03-31,0,13035.75
A002358,2025-04-30,0,13293.73
A002358,2025-05-31,30,14468.0
A002358,2025-06-30,60,12783.65
A002358,2025-07-31,30,14790.61
A002358,2025-08-31,30,13707.97
A002358,2025-09-30,0,13740.22
A002358,2025-10-31,0,15081.09
A002358,2025-11-30,0,12657.44
A002358,2025-12-31,0,13357.9
A002359,2024-02-29,0,1796.98
A002359,2024-03-31,0,1790.71
A002359,2024-04-30,0,1827.32
A002359,2024-05-31,0,2173.04
A002359,2024-06-30,0,1793.52
A002359,2024-07-31,0,1564.82
A002359,2024-08-31,0,2068.48
A002359,2024-09-30,0,1932.86
A002359,2024-10-31,0,1994.8
A002359,2024-11-30,0,1571.51
A002359,2024-12-31,0,1877.83
A002359,2025-01-31,0,2049.28
A002359,2025-02-28,0,1957.82
A002359,2025-03-31,0,1713.79
A002359,2025-04-30,0,1730.2
A002359,2025-05-31,0,1650.9
A002359,2025-06-30,0,1978.55
A002359,2025-07-31,0,1877.57
A002359,2025-08-31,0,1864.84
A002359,2025-09-30,0,1691.14
A002359,2025-10-31,0,1958.26
A002359,2025-11-30,0,1811.47
A002359,2025-12-31,0,2029.85
A002360,2024-11-30,0,9233.82
A002360,2024-12-31,0,8000.32
A002360,2025-01-31,0,8660.83
A002360,2025-02-28,0,8063.41
A002360,2025-03-31,0,7878.34
A002360,2025-04-30,0,9011.84
A002360,2025-05-31,0,9059.2
A002360,2025-06-30,0,8873.53
A002360,2025-07-31,0,8650.4
A002360,2025-08-31,0,9133.01
A002360,2025-09-30,0,8245.2
A002360,2025-10-31,0,8025.81
A002360,2025-11-30,0,8087.05
A002360,2025-12-31,0,9217.71
A002361,2024-02-29,0,3560.12
A002361,2024-03-31,0,3936.38
A002361,2024-04-30,0,3336.22
A002361,2024-05-31,0,3454.95
A002361,2024-06-30,0,3625.22
A002361,2024-07-31,0,4054.07
A002361,2024-08-31,0,4014.42
A002361,2024-09-30,0,3241.68
A002361,2024-10-31,0,3535.4
A002361,2024-11-30,0,4077.0
A002361,2024-12-31,0,3854.75
A002361,2025-01-31,0,3537.1
A002361,2025-02-28,0,3610.71
A002361,2025-03-31,30,4076.9
A002361,2025-04-30,60,3945.44
A002361,2025-05-31,90,4028.07
A002361,2025-06-30,90,3852.53
A002361,2025-07-31,90,3489.11
A002361,2025-08-31,90,4017.13
A002361,2025-09-30,90,3953.37
A002361,2025-10-31,90,3705.16
A002361,2025-11-30,90,3457.78
A002361,2025-12-31,60,3947.43
A002362,2024-01-31,0,1272.41
A002362,2024-02-29,0,1005.73
A002362,2024-03-31,0,1012.67
A002362,2024-04-30,0,1117.35
A002362,2024-05-31,0,1070.43
A002362,2024-06-30,0,1369.52
A002362,2024-07-31,0,1185.4
A002362,2024-08-31,0,1179.02
A002362,2024-09-30,0,1145.43
A002362,2024-10-31,0,1144.15
A002362,2024-11-30,30,1223.88
A002362,2024-12-31,30,1362.8
A002362,2025-01-31,60,1164.44
A002362,2025-02-28,60,1069.14
A002362,2025-03-31,60,989.84
A002362,2025-04-30,90,1093.58
A002362,2025-05-31,90,1209.18
A002362,2025-06-30,60,1072.54
A002362,2025-07-31,90,1095.16
A002362,2025-08-31,90,1177.4
A002362,2025-09-30,90,1160.99
A002362,2025-10-31,60,1191.08
A002362,2025-11-30,60,1150.03
A002362,2025-12-31,60,1294.83
A002363,2024-01-31,0,830.99
A002363,2024-02-29,0,846.75
A002363,2024-03-31,0,935.77
A002363,2024-04-30,0,901.57
A002363,2024-05-31,0,794.03
A002363,2024-06-30,0,904.86
A002363,2024-07-31,0,919.91
A002363,2024-08-31,0,898.49
A002363,2024-09-30,0,871.88
A002363,2024-10-31,0,854.21
A002363,2024-11-30,0,702.37
A002363,2024-12-31,0,816.43
A002363,2025-01-31,0,797.18
A002363,2025-02-28,0,894.41
A002363,2025-03-31,0,863.79
A002363,2025-04-30,0,907.93
A002363,2025-05-31,0,817.51
A002363,2025-06-30,0,828.36
A002363,2025-07-31,0,885.07
A002363,2025-08-31,0,852.83
A002363,2025-09-30,0,849.09
A002363,2025-10-31,0,849.93
A002363,2025-11-30,0,919.41
A002363,2025-12-31,0,898.72
A002364,2024-01-31,0,1696.09
A002364,2024-02-29,0,1512.02
A002364,2024-03-31,0,1547.32
A002364,2024-04-30,0,1602.0
A002364,2024-05-31,0,1522.4
A002364,2024-06-30,0,1608.51
A002364,2024-07-31,0,1573.83
A002364,2024-08-31,0,1636.07
A002364,2024-09-30,0,1572.46
A002364,2024-10-31,30,1600.67
A002364,2024-11-30,60,1499.23
A002364,2024-12-31,60,1474.56
A002364,2025-01-31,60,1302.66
A002364,2025-02-28,30,1555.73
A002364,2025-03-31,30,1393.35
A002364,2025-04-30,60,1498.56
A002364,2025-05-31,60,1530.42
A002364,2025-06-30,90,1677.01
A002364,2025-07-31,90,1639.4
A002364,2025-08-31,90,1394.1
A002364,2025-09-30,90,1401.19
A002364,2025-10-31,90,1627.56
A002364,2025-11-30,90,1482.08
A002364,2025-12-31,90,1359.38
A002365,2024-01-31,0,1785.31
A002365,2024-02-29,0,1803.33
A002365,2024-03-31,0,1907.2
A002365,2024-04-30,0,1810.52
A002365,2024-05-31,0,1974.68
A002365,2024-06-30,0,1794.57
A002365,2024-07-31,0,1929.58
A002365,2024-08-31,30,1784.45
A002365,2024-09-30,30,2044.67
A002365,2024-10-31,60,1875.7
A002365,2024-11-30,90,1795.81
A002365,2024-12-31,90,1723.34
A002365,2025-01-31,90,2057.36
A002365,2025-02-28,90,1786.38
A002365,2025-03-31,60,1836.07
A002365,2025-04-30,90,1733.68
A002365,2025-05-31,90,1722.45
A002365,2025-06-30,60,1707.4
A002365,2025-07-31,90,1761.45
A002365,2025-08-31,60,1750.08
A002365,2025-09-30,30,1896.0
A002365,2025-10-31,60,1670.38
A002365,2025-11-30,30,1759.64
A002365,2025-12-31,0,1811.8
A002366,2025-01-31,0,1592.9
A002366,2025-02-28,0,1739.96
A002366,2025-03-31,0,2033.61
A002366,2025-04-30,0,1943.22
A002366,2025-05-31,0,1667.18
A002366,2025-06-30,0,1687.29
A002366,2025-07-31,0,1692.95
A002366,2025-08-31,0,1717.34
A002366,2025-09-30,30,1445.47
A002366,2025-10-31,60,1821.15
A002366,2025-11-30,30,1764.77
A002366,2025-12-31,30,1743.13
A002367,2024-01-31,0,7571.11
A002367,2024-02-29,0,8229.58
A002367,2024-03-31,0,8083.42
A002367,2024-04-30,0,7577.74
A002367,2024-05-31,0,7276.11
A002367,2024-06-30,0,8149.04
A002367,2024-07-31,0,8946.06
A002367,2024-08-31,0,8550.31
A002367,2024-09-30,0,8996.82
A002367,2024-10-31,0,8860.58
A002367,2024-11-30,0,8339.27
A002367,2024-12-31,0,8066.38
A002367,2025-01-31,0,7067.28
A002367,2025-02-28,0,7265.91
A002367,2025-03-31,0,7625.48
A002367,2025-04-30,0,7064.6
A002367,2025-05-31,0,8142.48
A002367,2025-06-30,0,8247.52
A002367,2025-07-31,0,7836.61
A002367,2025-08-31,0,7226.34
A002367,2025-09-30,0,7412.02
A002367,2025-10-31,0,7100.13
A002367,2025-11-30,0,7175.26
A002367,2025-12-31,0,7385.63
A002368,2024-06-30,0,14934.83
A002368,2024-07-31,0,15838.72
A002368,2024-08-31,0,17427.02
A002368,2024-09-30,0,14956.25
