application_id,customer_record_id,application_date,requested_limit,annual_revenue,years_in_business,industry
APP001646,C000802,2023-04-17,43364.18,170040.17,11.5,Food Services
APP001647,C000802,2024-12-27,13695.71,155237.98,11.7,Professional Services
APP001648,C000803,2024-07-20,15512.25,89294.07,8.9,Automotive
APP001649,C000804,2024-12-16,4813.35,25226.93,3.7,Transportation
APP001650,C000805,2023-10-31,3706.19,28495.86,3.7,Healthcare
APP001651,C000804,2023-04-14,3000.0,25000.0,4.2,Automotive
APP001652,C000806,2024-10-06,13941.59,97886.4,9.5,Wholesale
APP001653,C000806,2023-09-24,28245.31,124326.15,9.5,Transportation
APP001654,C000806,2024-09-15,26894.48,105829.35,9.3,Manufacturing
APP001655,C000807,2024-12-08,3000.0,43014.18,4.5,Healthcare
APP001656,C000807,2025-01-20,9685.45,40552.71,4.4,Construction
APP001657,C000808,2024-08-30,10654.93,62370.62,3.7,Professional Services
APP001658,C000808,2023-10-04,8734.3,63781.33,3.6,Manufacturing
APP001659,C000808,2023-11-07,8458.1,64055.14,3.9,Transportation
APP001660,C000808,2025-02-08,3628.07,56164.28,3.5,Automotive
APP001661,C000809,2024-07-05,36202.43,168965.1,2.8,Construction
APP001662,C000809,2023-11-10,28564.73,173823.85,2.5,Automotive
APP001663,C000809,2024-04-09,19919.52,165271.3,3.1,Healthcare
APP001664,C000810,2023-06-23,18898.01,87703.06,7.2,Energy
APP001665,C000810,2024-06-15,7550.54,75212.48,7.0,Automotive
APP001666,C000810,2023-08-11,19906.01,75424.43,7.4,Wholesale
APP001667,C000811,2023-10-11,3343.72,60312.08,5.1,Construction
APP001668,C000811,2024-12-07,15079.29,60281.53,5.3,Food Services
APP001669,C000812,2023-02-10,26950.76,189111.93,5.9,Automotive
APP001670,C000812,2024-07-26,46171.49,211882.63,6.3,Transportation
APP001671,C000812,2024-07-26,14738.06,206114.29,5.8,Food Services
APP001672,C000812,2024-10-24,16265.6,209257.11,5.9,Healthcare
APP001673,C000813,2024-06-22,9732.41,57372.36,3.6,Manufacturing
APP001674,C000813,2023-05-06,9927.95,56467.08,3.3,Construction
APP001675,C000814,2024-12-29,6324.64,55496.3,3.4,Wholesale
APP001676,C000814,2024-11-19,10778.6,54844.59,3.5,Food Services
APP001677,C000814,2023-09-30,5054.81,49500.22,3.0,Wholesale
APP001678,C000816,2024-07-30,24749.4,124999.08,3.4,Manufacturing
APP001679,C000816,2024-12-20,8399.43,137856.98,3.1,Retail
APP001680,C000816,2024-10-02,6310.42,120667.7,2.7,Automotive
APP001681,C000816,2023-01-12,12932.44,126768.53,3.2,Automotive
APP001682,C000816,2023-03-26,33368.93,136011.1,3.7,Construction
APP001683,C000817,2025-01-14,8131.83,37280.7,4.1,Transportation
APP001684,C000817,2025-02-18,9934.09,36215.85,3.6,Wholesale
APP001685,C000817,2024-04-24,10070.28,40219.27,4.0,Transportation
APP001686,C000818,2023-06-12,6077.9,25000.0,14.6,Transportation
APP001687,C000818,2024-03-28,3000.0,25000.0,13.9,Transportation
APP001688,C000818,2023-05-28,3678.92,25000.0,14.4,Construction
APP001689,C000819,2024-07-17,4348.84,41932.97,4.1,Energy
APP001690,C000820,2024-08-04,4152.49,25660.92,7.2,Wholesale
APP001691,C000820,2024-02-12,4548.9,26811.12,6.8,Transportation
APP001692,C000822,2024-08-15,4338.13,25000.0,12.6,Automotive
APP001693,C000823,2024-06-16,4221.76,27794.33,3.2,Professional Services
APP001694,C000823,2024-02-18,6133.11,26696.69,3.2,Construction
APP001695,C000823,2023-05-19,3000.0,25658.11,3.7,Professional Services
APP001696,C000824,2023-11-20,3000.0,25000.0,9.2,Wholesale
APP001697,C000824,2024-12-03,5552.38,25000.0,9.5,Construction
APP001698,C000824,2024-08-02,3000.0,25000.0,9.5,Energy
APP001699,C000825,2024-03-28,14609.8,114125.4,7.1,Food Services
APP001700,C000826,2023-04-03,19471.3,99478.52,5.3,Professional Services
APP001701,C000826,2023-09-26,7707.29,95491.55,6.5,Food Services
APP001702,C000826,2024-08-07,12890.98,103891.3,5.9,Transportation
APP001703,C000827,2023-03-08,23400.55,102277.93,4.9,Professional Services
APP001704,C000827,2023-12-31,10370.21,110012.14,4.9,Manufacturing
APP001705,C000827,2024-02-10,6963.98,100126.11,4.6,Energy
APP001706,C000827,2025-01-26,12237.3,114606.13,4.2,Wholesale
APP001707,C000828,2025-03-09,58174.75,221441.44,3.6,Healthcare
APP001708,C000828,2024-03-01,48890.3,213247.6,3.9,Automotive
APP001709,C000828,2024-06-07,57955.62,235186.61,4.0,Manufacturing
APP001710,C000829,2024-10-19,7207.07,71599.83,4.4,Manufacturing
APP001711,C000829,2025-01-08,15661.0,71950.35,4.3,Construction
APP001712,C000829,2024-09-20,5103.54,63284.79,3.6,Automotive
APP001713,C000830,2023-02-24,6388.31,25991.93,11.3,Construction
APP001714,C000830,2025-02-14,3000.0,27770.56,11.8,Manufacturing
APP001715,C000831,2023-01-22,14382.12,51896.88,5.9,Energy
APP001716,C000831,2024-05-11,6732.91,48713.04,6.1,Automotive
APP001717,C000831,2024-09-18,7241.65,48718.12,6.0,Energy
APP001718,C000831,2024-05-17,3673.1,50440.94,5.7,Retail
APP001719,C000831,2023-11-14,3780.16,42388.51,5.7,Manufacturing
APP001720,C000832,2023-02-23,20605.49,163320.76,4.7,Transportation
APP001721,C000832,2023-12-14,8765.84,150534.71,4.1,Energy
APP001722,C000833,2023-07-05,9005.74,90050.35,3.7,Food Services
APP001723,C000833,2023-10-17,17424.17,91067.29,3.0,Healthcare
APP001724,C000836,2024-08-12,4332.14,48346.86,1.2,Healthcare
APP001725,C000837,2024-07-14,6888.85,38757.4,10.8,Manufacturing
APP001726,C000837,2023-04-22,6559.12,43012.69,11.6,Food Services
APP001727,C000839,2023-07-10,4817.99,25000.0,0.5,Automotive
APP001728,C000838,2023-10-28,6878.96,25000.0,0.2,Construction
APP001729,C000839,2023-06-19,3000.0,25000.0,0.3,Healthcare
APP001730,C000838,2024-10-19,5086.32,25000.0,0.2,Healthcare
APP001731,C000839,2023-06-25,5062.77,25000.0,0.1,Food Services
APP001732,C000840,2023-08-12,70853.33,347359.2,6.6,Transportation
APP001733,C000841,2024-11-26,8749.65,119386.71,1.6,Energy
APP001734,C000841,2023-07-06,30591.46,114699.43,1.6,Manufacturing
APP001735,C000841,2024-11-22,16000.85,101707.06,1.6,Professional Services
APP001736,C000842,2023-07-29,6240.21,31713.61,3.4,Retail
APP001737,C000843,2023-12-02,7340.43,60748.11,2.1,Energy
APP001738,C000843,2024-07-10,15963.99,60605.29,2.4,Construction
APP001739,C000843,2024-11-19,6184.64,52389.36,2.3,Construction
APP001740,C000843,2024-06-25,7175.91,61667.52,1.8,Construction
APP001741,C000843,2023-08-19,13320.73,61353.78,2.5,Wholesale
APP001742,C000844,2023-04-07,5388.83,34859.75,5.6,Healthcare
APP001743,C000844,2024-06-29,9334.15,34680.18,5.1,Manufacturing
APP001744,C000844,2024-02-04,3000.0,35366.5,5.0,Transportation
APP001745,C000844,2023-01-11,7030.09,35683.58,5.0,Transportation
APP001746,C000845,2023-10-10,32845.06,127284.63,2.4,Professional Services
APP001747,C000845,2024-09-26,9418.1,119871.27,2.5,Professional Services
APP001748,C000845,2023-09-03,21803.98,121060.35,2.1,Automotive
APP001749,C000846,2023-07-05,4416.16,25000.0,2.7,Manufacturing
APP001750,C000846,2024-03-23,5606.13,25000.0,2.0,Healthcare
APP001751,C000846,2024-12-29,3546.73,25000.0,2.6,Wholesale
APP001752,C000847,2023-09-24,13819.2,62672.84,1.7,Construction
APP001753,C000848,2023-03-21,11028.34,60553.94,2.2,Food Services
APP001754,C000848,2024-08-24,6706.52,71971.6,2.0,Healthcare
APP001755,C000847,2023-02-26,12037.9,63447.05,2.2,Professional Services
APP001756,C000849,2023-08-20,8194.03,42452.14,3.7,Healthcare
APP001757,C000849,2023-04-22,13899.55,50215.8,3.9,Manufacturing
APP001758,C000850,2024-02-26,24258.23,135153.83,10.4,Manufacturing
APP001759,C000850,2023-03-27,31467.59,124590.22,10.6,Food Services
APP001760,C000850,2024-07-19,16486.78,127259.25,11.2,Professional Services
APP001761,C000851,2023-10-05,3234.13,56445.26,7.2,Construction
APP001762,C000851,2024-07-20,12431.46,47909.05,7.3,Professional Services
APP001763,C000852,2023-03-30,36015.03,201426.25,1.3,Construction
APP001764,C000852,2023-04-28,21747.52,193833.81,2.0,Construction
APP001765,C000853,2024-06-27,6911.15,25000.0,6.9,Transportation
APP001766,C000853,2023-08-29,3817.23,25000.0,7.0,Manufacturing
APP001767,C000853,2024-09-16,3000.0,25000.0,7.1,Wholesale
APP001768,C000854,2023-06-04,22212.95,93978.83,2.3,Retail
APP001769,C000854,2023-06-25,17498.15,97133.0,2.4,Professional Services
APP001770,C000854,2023-12-23,20273.48,80772.76,1.7,Manufacturing
APP001771,C000854,2023-10-31,5179.45,78493.42,1.6,Construction
APP001772,C000856,2024-03-27,17486.58,110710.0,9.3,Automotive
APP001773,C000855,2023-11-08,29943.13,113049.7,9.2,Automotive
APP001774,C000855,2023-09-12,12857.85,119657.94,9.4,Professional Services
APP001775,C000857,2023-08-15,12233.81,50109.62,3.8,Wholesale
APP001776,C000858,2023-10-09,24914.67,96481.78,2.6,Energy
APP001777,C000858,2023-06-30,10830.69,110953.79,2.3,Manufacturing
APP001778,C000858,2023-01-06,12084.99,92409.97,2.3,Energy
APP001779,C000858,2024-02-13,17607.38,106159.02,2.4,Healthcare
APP001780,C000859,2025-01-01,24270.93,176137.56,5.6,Transportation
APP001781,C000859,2023-08-17,33585.33,163357.87,6.0,Retail
APP001782,C000861,2023-07-13,5643.4,25251.52,5.0,Food Services
APP001783,C000861,2024-12-30,3318.7,25000.0,4.9,Energy
APP001784,C000862,2023-04-11,3000.0,25187.49,5.0,Professional Services
APP001785,C000862,2024-05-05,6825.29,25000.0,5.7,Transportation
APP001786,C000861,2023-01-30,3000.0,25000.0,5.6,Automotive
APP001787,C000863,2024-03-13,47210.32,301358.19,8.1,Professional Services
APP001788,C000863,2024-11-09,52594.16,316727.45,8.2,Professional Services
APP001789,C000864,2024-01-24,20690.54,110544.52,4.1,Retail
APP001790,C000864,2023-10-22,27890.19,107661.83,4.7,Retail
APP001791,C000864,2023-12-08,23962.28,104034.88,3.7,Professional Services
APP001792,C000865,2024-01-15,3000.0,45180.9,4.8,Food Services
APP001793,C000866,2024-03-05,16430.35,138236.18,4.4,Healthcare
APP001794,C000867,2024-02-22,36632.13,148345.82,4.0,Energy
APP001795,C000866,2023-08-10,7468.78,142924.2,4.4,Construction
APP001796,C000866,2023-11-16,12159.25,140086.82,4.4,Transportation
APP001797,C000868,2024-01-16,41469.44,191410.75,2.0,Transportation
APP001798,C000868,2025-02-24,9391.79,166168.97,1.8,Wholesale
APP001799,C000868,2023-10-31,35748.71,175855.32,1.6,Healthcare
APP001800,C000869,2023-02-12,5196.45,60096.2,4.5,Retail
APP001801,C000869,2024-06-02,6383.29,55565.11,4.2,Transportation
APP001802,C000870,2024-07-09,6026.26,25000.0,4.1,Automotive
APP001803,C000870,2023-11-15,3000.0,25000.0,4.1,Healthcare
APP001804,C000870,2023-02-05,3328.36,25000.0,4.4,Energy
APP001805,C000870,2023-07-24,6674.41,25000.0,4.1,Retail
APP001806,C000871,2023-01-26,9322.21,92797.88,4.1,Food Services
APP001807,C000871,2023-09-02,20477.53,84728.37,4.9,Retail
APP001808,C000871,2024-04-27,22669.25,89061.43,4.4,Manufacturing
APP001809,C000871,2023-06-18,26090.67,96431.02,4.4,Construction
APP001810,C000871,2024-01-15,4915.37,81036.84,5.1,Automotive
APP001811,C000872,2024-12-14,8033.64,43897.6,3.5,Automotive
APP001812,C000874,2023-05-18,23457.81,224239.94,7.1,Energy
APP001813,C000874,2024-04-11,58275.19,234686.59,6.8,Energy
APP001814,C000874,2023-09-17,58793.96,254654.47,6.1,Healthcare
APP001815,C000874,2024-05-06,58052.53,238190.02,6.9,Professional Services
APP001816,C000874,2024-02-19,53625.4,244646.25,6.5,Manufacturing
APP001817,C000875,2024-10-28,3569.72,68883.54,5.9,Food Services
APP001818,C000878,2024-12-16,27767.54,285846.52,4.5,Manufacturing
APP001819,C000878,2025-02-23,56027.94,255785.55,4.8,Professional Services
APP001820,C000877,2023-07-24,31841.96,275424.92,3.9,Transportation
APP001821,C000879,2025-02-23,14050.44,71473.41,6.0,Wholesale
APP001822,C000881,2024-07-18,5025.05,40240.61,3.6,Professional Services
APP001823,C000881,2025-03-07,3309.38,41731.43,4.0,Automotive
APP001824,C000881,2024-08-19,9615.83,39210.97,4.2,Manufacturing
APP001825,C000882,2023-07-18,32113.53,171135.22,8.0,Healthcare
APP001826,C000882,2023-04-07,44253.83,175962.11,7.3,Food Services
APP001827,C000884,2023-07-06,3065.11,37668.14,6.7,Professional Services
APP001828,C000884,2024-10-28,7796.69,29220.76,7.6,Professional Services
APP001829,C000885,2024-05-22,36863.93,136188.48,4.3,Retail
APP001830,C000886,2023-12-09,22227.08,251938.94,3.6,Construction
APP001831,C000886,2023-09-18,47437.51,304706.89,4.3,Energy
APP001832,C000886,2023-10-10,71393.28,300039.47,3.8,Food Services
APP001833,C000886,2023-05-16,17528.52,274730.94,3.7,Retail
APP001834,C000886,2024-07-07,32668.08,309056.4,4.1,Retail
APP001835,C000887,2023-07-14,21948.04,125355.12,3.2,Manufacturing
APP001836,C000887,2024-03-27,32050.0,122098.41,3.3,Healthcare
APP001837,C000887,2023-11-16,6711.02,128976.4,3.0,Healthcare
APP001838,C000888,2024-07-09,8337.13,38885.48,11.0,Automotive
APP001839,C000889,2025-01-15,24375.29,99524.56,13.8,Healthcare
APP001840,C000891,2024-08-26,84423.2,439063.34,4.0,Healthcare
APP001841,C000891,2023-03-25,16981.97,320578.1,3.8,Manufacturing
APP001842,C000891,2024-02-24,94046.41,356202.87,3.7,Transportation
APP001843,C000890,2024-07-21,40288.38,378019.97,4.1,Food Services
APP001844,C000892,2023-03-04,71072.56,267591.73,2.7,Professional Services
APP001845,C000892,2024-08-15,28636.03,299110.09,2.8,Automotive
APP001846,C000892,2023-11-12,69781.4,257351.4,2.4,Transportation
APP001847,C000892,2024-05-05,40211.58,313769.33,2.2,Professional Services
APP001848,C000893,2024-04-25,11442.19,67923.31,5.2,Construction
APP001849,C000894,2024-03-16,22286.44,85156.66,5.0,Manufacturing
APP001850,C000894,2023-10-28,12716.41,77440.35,5.5,Automotive
APP001851,C000893,2023-02-02,8170.26,69984.66,5.4,Energy
APP001852,C000894,2024-02-10,5928.17,75874.57,5.5,Professional Services
APP001853,C000895,2023-09-17,13653.78,255777.72,5.0,Food Services
APP001854,C000895,2024-12-21,43954.22,254761.13,4.6,Healthcare
APP001855,C000896,2024-02-02,5660.37,25000.0,2.5,Energy
APP001856,C000897,2023-11-25,17402.6,73280.64,18.0,Transportation
APP001857,C000898,2023-06-15,6575.26,65327.81,18.2,Healthcare
APP001858,C000897,2023-04-27,12667.09,64751.85,17.9,Wholesale
APP001859,C000897,2024-11-21,8960.01,66167.12,18.5,Manufacturing
APP001860,C000897,2023-03-21,16127.1,74170.79,18.1,Manufacturing
APP001861,C000899,2024-12-24,6309.07,63016.21,6.3,Automotive
APP001862,C000899,2024-11-05,13782.95,76017.33,6.5,Transportation
APP001863,C000899,2025-02-10,5945.06,69608.61,6.7,Construction
APP001864,C000899,2025-02-02,10002.7,66950.57,6.6,Food Services
APP001865,C000899,2023-12-11,5064.03,66814.09,6.6,Retail
APP001866,C000900,2024-09-19,10170.19,69477.29,6.0,Food Services
APP001867,C000900,2023-11-09,12564.15,69511.41,5.5,Automotive
APP001868,C000901,2023-09-10,3000.0,46478.74,9.8,Retail
APP001869,C000901,2023-10-17,10125.18,52782.04,9.5,Automotive
APP001870,C000901,2024-01-07,8461.21,44608.11,10.1,Food Services
APP001871,C000902,2023-05-10,3000.0,25000.0,2.3,Healthcare
APP001872,C000902,2024-05-21,4402.99,25000.0,3.0,Automotive
APP001873,C000903,2023-02-07,9299.34,38701.25,4.4,Energy
APP001874,C000903,2024-01-12,3000.0,36869.37,5.5,Transportation
APP001875,C000903,2025-01-21,3000.0,31723.7,5.4,Wholesale
APP001876,C000903,2023-03-07,9599.41,34660.92,5.1,Manufacturing
APP001877,C000903,2023-01-27,4755.63,41944.45,5.3,Healthcare
APP001878,C000904,2023-07-24,6998.27,60812.51,3.0,Retail
APP001879,C000904,2023-01-19,4752.08,63785.81,2.7,Retail
APP001880,C000904,2024-05-18,4736.63,50591.23,2.8,Professional Services
APP001881,C000905,2024-04-14,9533.47,73988.71,4.9,Professional Services
APP001882,C000905,2024-04-10,5000.61,78739.87,5.3,Wholesale
APP001883,C000905,2024-01-05,16669.79,64653.65,4.9,Healthcare
APP001884,C000905,2023-11-28,9507.46,68333.46,5.5,Professional Services
APP001885,C000906,2023-07-28,5269.77,85668.23,8.0,Professional Services
APP001886,C000907,2023-03-16,3000.0,50873.03,1.8,Professional Services
APP001887,C000907,2023-12-19,4399.01,49521.39,1.3,Healthcare
APP001888,C000907,2023-10-28,5222.22,46438.02,1.6,Healthcare
APP001889,C000908,2023-07-01,5094.74,56275.53,8.7,Food Services
APP001890,C000908,2025-02-19,5144.35,55644.68,8.8,Healthcare
APP001891,C000909,2023-04-02,6946.59,85580.78,3.3,Food Services
APP001892,C000909,2023-04-19,7610.52,69543.49,2.4,Construction
APP001893,C000910,2023-01-12,42614.34,196791.53,10.0,Transportation
APP001894,C000910,2024-03-02,25151.18,173751.82,9.7,Professional Services
APP001895,C000910,2024-03-08,28042.59,181735.12,9.4,Food Services
APP001896,C000910,2025-01-14,22933.41,182520.32,9.2,Professional Services
APP001897,C000911,2023-03-11,62505.76,226708.78,3.1,Manufacturing
APP001898,C000912,2023-11-05,11635.13,225345.32,2.8,Retail
APP001899,C000912,2023-08-01,56008.45,228680.73,3.4,Healthcare
APP001900,C000913,2023-05-24,33058.53,135266.14,4.8,Automotive
APP001901,C000914,2023-01-23,6035.84,25000.0,3.3,Construction
APP001902,C000914,2023-03-22,5318.37,25000.0,3.6,Professional Services
APP001903,C000914,2024-10-11,6198.54,25000.0,2.9,Food Services
APP001904,C000915,2023-02-05,3000.0,58297.87,4.2,Automotive
APP001905,C000915,2023-08-21,8893.65,59094.17,4.0,Energy
APP001906,C000916,2024-02-15,16872.18,79698.18,3.6,Construction
APP001907,C000916,2023-08-13,16295.53,73945.55,3.3,Energy
APP001908,C000916,2023-12-20,10310.16,75549.84,3.4,Wholesale
APP001909,C000918,2023-06-14,3000.0,25000.0,2.7,Professional Services
APP001910,C000918,2024-05-10,5963.21,25000.0,2.4,Professional Services
APP001911,C000918,2024-11-11,3000.0,25000.0,2.7,Retail
APP001912,C000917,2023-11-13,3000.0,25000.0,2.7,Wholesale
APP001913,C000919,2024-08-23,3000.0,25000.0,6.5,Manufacturing
APP001914,C000920,2024-04-24,6450.57,38934.4,1.4,Automotive
APP001915,C000920,2024-10-03,5075.05,36745.66,1.4,Construction
APP001916,C000921,2024-05-27,8357.51,32714.9,3.8,Construction
APP001917,C000921,2023-03-06,3000.0,27888.71,3.6,Automotive
APP001918,C000922,2023-06-27,12024.91,75145.16,7.4,Manufacturing
APP001919,C000922,2023-11-05,10168.95,97360.45,7.2,Transportation
APP001920,C000923,2023-09-15,8755.01,104690.13,6.0,Energy
APP001921,C000923,2023-08-10,18449.3,100578.89,6.4,Energy
APP001922,C000923,2024-10-03,22548.35,94391.24,6.6,Construction
APP001923,C000924,2023-06-10,10795.26,91597.41,0.3,Food Services
APP001924,C000924,2024-08-13,6595.63,118074.05,0.6,Automotive
APP001925,C000924,2023-03-31,8025.88,97628.96,0.5,Manufacturing
APP001926,C000926,2023-05-11,16178.66,210195.24,4.7,Healthcare
APP001927,C000927,2023-10-07,11944.2,67434.1,3.9,Healthcare
APP001928,C000927,2023-09-27,16115.38,63713.04,3.1,Food Services
APP001929,C000927,2024-11-16,5740.53,77376.09,3.3,Healthcare
APP001930,C000927,2024-03-13,4505.92,56223.38,3.7,Automotive
APP001931,C000928,2024-10-11,3000.0,25000.0,7.7,Professional Services
APP001932,C000928,2024-12-10,5886.14,25000.0,8.1,Healthcare
APP001933,C000928,2023-01-31,5915.05,25000.0,8.2,Construction
APP001934,C000928,2024-06-11,3000.0,25000.0,8.1,Professional Services
APP001935,C000929,2023-05-23,5815.22,54831.78,9.5,Automotive
APP001936,C000930,2024-02-01,23994.52,136353.05,3.7,Transportation
APP001937,C000930,2024-05-11,25644.74,120993.01,4.1,Construction
APP001938,C000931,2024-01-29,21345.47,150197.85,1.0,Transportation
APP001939,C000931,2023-04-19,44937.34,160818.55,0.5,Automotive
APP001940,C000931,2023-09-26,34155.52,154634.22,1.6,Retail
APP001941,C000931,2023-04-17,18934.36,173547.92,1.4,Professional Services
APP001942,C000932,2024-04-03,24536.18,87909.85,3.9,Healthcare
APP001943,C000932,2025-03-03,5142.97,84272.89,3.8,Energy
APP001944,C000933,2023-07-14,3000.0,25000.0,0.1,Energy
APP001945,C000934,2025-02-05,15920.48,80115.22,5.5,Food Services
APP001946,C000934,2023-06-16,17754.67,65466.45,4.8,Wholesale
APP001947,C000936,2024-03-10,43004.15,165145.63,15.5,Healthcare
APP001948,C000936,2023-01-20,15884.8,142819.16,15.5,Wholesale
APP001949,C000935,2025-03-04,30735.02,138414.98,15.4,Professional Services
APP001950,C000938,2023-02-17,8308.08,31467.21,3.5,Construction
APP001951,C000937,2023-06-12,5597.05,34916.12,4.0,Manufacturing
APP001952,C000937,2024-09-03,6802.0,33929.72,3.6,Wholesale
APP001953,C000938,2024-10-06,6822.98,38181.47,4.1,Healthcare
APP001954,C000937,2024-04-12,8253.49,41333.95,3.7,Manufacturing
APP001955,C000940,2023-05-05,32912.86,118318.75,8.2,Automotive
APP001956,C000939,2024-05-10,8517.64,114074.68,8.1,Food Services
APP001957,C000941,2024-10-03,45340.62,279587.2,1.8,Manufacturing
APP001958,C000941,2023-06-24,22226.19,258372.16,2.2,Construction
APP001959,C000942,2024-09-22,18635.19,189906.91,9.7,Healthcare
APP001960,C000942,2024-03-22,37633.13,180352.93,9.2,Retail
APP001961,C000942,2023-06-26,11327.94,177070.84,9.3,Retail
APP001962,C000943,2024-08-30,56014.49,223619.38,4.0,Automotive
APP001963,C000943,2023-08-28,42441.42,232787.09,3.9,Retail
APP001964,C000943,2023-11-19,36977.26,231763.16,3.7,Transportation
APP001965,C000944,2025-01-09,5637.7,34247.14,9.0,Automotive
APP001966,C000944,2023-09-02,7009.95,31934.48,9.2,Manufacturing
APP001967,C000944,2023-04-20,9336.33,33436.25,8.8,Wholesale
APP001968,C000946,2025-02-01,5545.07,25000.0,4.0,Transportation
APP001969,C000946,2024-01-21,6430.61,25000.0,4.2,Wholesale
APP001970,C000947,2024-04-27,21931.25,99217.98,5.7,Food Services
APP001971,C000947,2023-10-21,19848.72,93756.66,5.7,Food Services
APP001972,C000947,2024-01-13,23052.62,100950.45,4.8,Energy
APP001973,C000948,2024-01-23,5632.81,72335.21,7.1,Transportation
APP001974,C000950,2024-01-20,3232.4,26041.35,18.8,Retail
APP001975,C000950,2025-03-08,3000.0,26134.12,18.8,Construction
APP001976,C000951,2023-05-23,14185.71,55165.53,3.7,Professional Services
APP001977,C000951,2023-03-28,9204.6,47322.92,4.2,Retail
APP001978,C000951,2024-06-19,14135.66,50869.2,3.2,Food Services
APP001979,C000953,2024-11-11,7376.78,86215.65,1.9,Transportation
APP001980,C000953,2023-03-27,8585.08,115511.7,2.4,Healthcare
APP001981,C000952,2023-12-31,25852.47,104306.67,2.3,Food Services
APP001982,C000954,2024-11-11,15027.7,90721.17,6.4,Wholesale
APP001983,C000954,2023-02-09,22964.82,92805.71,6.2,Automotive
APP001984,C000954,2025-02-17,16816.33,95919.7,6.4,Manufacturing
APP001985,C000954,2025-02-19,6205.63,93818.81,6.1,Professional Services
APP001986,C000955,2023-07-23,45408.89,215563.46,5.0,Food Services
APP001987,C000955,2023-07-05,12047.47,215368.75,4.6,Wholesale
APP001988,C000956,2023-07-26,36273.81,170024.31,4.1,Transportation
APP001989,C000956,2024-01-18,42344.47,151412.87,3.7,Healthcare
APP001990,C000956,2023-10-01,15120.76,180698.84,3.7,Automotive
APP001991,C000956,2023-12-05,35008.89,159808.79,3.3,Wholesale
APP001992,C000957,2023-10-22,12084.94,77307.38,3.9,Healthcare
APP001993,C000958,2024-09-26,15229.44,103505.34,1.5,Professional Services
APP001994,C000958,2023-08-28,13339.87,86579.51,1.0,Wholesale
APP001995,C000959,2024-07-14,10159.84,91197.54,1.0,Professional Services
APP001996,C000960,2023-05-26,4169.91,31989.85,2.6,Healthcare
APP001997,C000960,2024-10-27,3000.0,26607.76,2.4,Healthcare
APP001998,C000960,2023-02-02,7126.36,31401.21,1.9,Wholesale
APP001999,C000960,2023-10-20,3000.0,34927.71,2.4,Manufacturing
APP002000,C000960,2023-03-18,3971.59,31476.64,2.0,Energy
APP002001,C000961,2023-05-31,28130.79,152256.22,4.6,Transportation
APP002002,C000964,2023-08-04,5852.28,26035.61,1.6,Automotive
APP002003,C000963,2023-03-25,5769.62,25730.02,1.4,Wholesale
APP002004,C000965,2024-07-15,9032.15,128996.24,3.6,Automotive
APP002005,C000966,2023-12-09,3000.0,25000.0,2.3,Food Services
APP002006,C000967,2024-12-20,6325.96,25000.0,1.7,Transportation
APP002007,C000968,2024-06-25,10163.69,56793.26,9.3,Transportation
APP002008,C000968,2025-02-19,4306.57,67653.41,9.3,Automotive
APP002009,C000968,2024-04-08,12644.97,67361.66,9.4,Construction
APP002010,C000968,2025-01-26,4638.22,66482.93,9.8,Transportation
APP002011,C000968,2023-03-23,10408.14,72237.46,9.7,Food Services
APP002012,C000969,2023-06-13,8916.23,43426.64,1.7,Healthcare
APP002013,C000969,2023-01-13,11330.79,45652.91,1.4,Food Services
APP002014,C000969,2023-11-20,4487.87,45920.02,1.2,Energy
APP002015,C000970,2023-04-07,22885.69,123637.42,3.9,Retail
APP002016,C000970,2025-01-11,24256.98,108647.2,4.3,Manufacturing
APP002017,C000970,2025-01-30,8450.24,129670.77,4.6,Manufacturing
APP002018,C000972,2023-03-30,12568.95,92715.2,3.4,Transportation
APP002019,C000972,2023-03-15,22170.37,88317.6,4.4,Construction
APP002020,C000972,2024-06-12,10606.49,79209.78,4.1,Transportation
APP002021,C000972,2024-07-20,10040.64,85270.66,3.0,Construction
APP002022,C000972,2023-05-27,13142.47,88013.27,3.3,Food Services
APP002023,C000973,2024-10-06,24506.45,299285.29,2.4,Energy
APP002024,C000973,2024-02-03,28654.01,352339.93,2.4,Manufacturing
APP002025,C000973,2023-01-02,89085.36,326864.38,1.8,Transportation
APP002026,C000974,2025-02-19,3120.65,54807.64,7.2,Construction
APP002027,C000974,2023-05-16,12696.15,53895.09,7.0,Wholesale
APP002028,C000974,2023-12-19,14798.56,55398.73,7.2,Construction
APP002029,C000974,2024-10-09,7795.04,58755.23,7.2,Retail
APP002030,C000975,2024-07-08,8218.97,88550.01,4.9,Professional Services
APP002031,C000975,2023-11-16,15935.88,89453.9,4.9,Retail
APP002032,C000975,2024-11-18,14977.67,78211.54,4.3,Retail
APP002033,C000976,2023-01-02,9738.48,36339.86,20.3,Transportation
APP002034,C000977,2023-01-20,15944.9,79170.56,10.0,Retail
APP002035,C000977,2023-04-11,5310.91,90710.71,9.9,Transportation
APP002036,C000979,2024-07-26,4603.85,31300.51,9.8,Wholesale
APP002037,C000979,2024-11-13,7781.35,32051.28,9.8,Healthcare
APP002038,C000980,2023-01-16,10074.32,41539.98,2.8,Healthcare
APP002039,C000980,2023-08-26,4024.34,46582.81,2.1,Manufacturing
APP002040,C000981,2024-11-05,16961.09,78190.1,7.8,Professional Services
