account_id,score_date,vendor_risk_score,vendor_risk_band
A001841,2025-01-31,629.4,C
A001842,2025-01-31,656.9,C
A001843,2025-01-31,743.4,A
A001844,2025-01-31,603.6,D
A001845,2025-01-31,729.8,B
A001846,2025-01-31,658.9,C
A001847,2025-01-31,671.3,C
A001848,2025-01-31,679.6,C
A001849,2025-01-31,623.6,C
A001850,2025-01-31,783.8,A
A001851,2025-01-31,645.2,C
A001852,2025-01-31,676.8,C
A001853,2025-01-31,623.1,C
A001854,2025-01-31,698.5,B
A001855,2025-01-31,551.1,E
A001856,2025-01-31,666.2,C
A001857,2025-01-31,607.1,D
A001858,2025-01-31,605.7,D
A001859,2025-01-31,665.6,C
A001860,2025-01-31,668.1,C
A001861,2025-01-31,585.0,D
A001862,2025-01-31,670.9,C
A001863,2025-01-31,657.0,C
A001864,2025-01-31,656.2,C
A001865,2025-01-31,602.5,D
A001866,2025-01-31,719.7,B
A001867,2025-01-31,729.0,B
A001868,2025-01-31,712.3,B
A001869,2025-01-31,624.7,C
A001870,2025-01-31,677.3,C
A001871,2025-01-31,695.6,B
A001872,2025-01-31,631.0,C
A001873,2025-01-31,629.1,C
A001874,2025-01-31,640.8,C
A001875,2025-01-31,624.3,C
A001876,2025-01-31,579.8,D
A001877,2025-01-31,511.6,E
A001878,2025-01-31,689.5,B
A001879,2025-01-31,774.0,A
A001880,2025-01-31,710.9,B
A001881,2025-01-31,652.2,C
A001882,2025-01-31,768.0,A
A001883,2025-01-31,740.3,A
A001884,2025-01-31,732.5,B
A001885,2025-01-31,599.2,D
A001886,2025-01-31,668.5,C
A001887,2025-01-31,656.5,C
A001888,2025-01-31,504.6,E
A001889,2025-01-31,643.1,C
A001890,2025-01-31,697.4,B
A001891,2025-01-31,722.8,B
A001892,2025-01-31,707.4,B
A001893,2025-01-31,766.2,A
A001894,2025-01-31,775.7,A
A001895,2025-01-31,827.1,A
A001896,2025-01-31,745.4,A
A001897,2025-01-31,717.4,B
A001898,2025-01-31,715.5,B
A001899,2025-01-31,658.5,C
A001900,2025-01-31,655.4,C
A001901,2025-01-31,652.5,C
A001902,2025-01-31,649.3,C
A001903,2025-01-31,680.5,B
A001904,2025-01-31,646.8,C
A001905,2025-01-31,622.5,C
A001906,2025-01-31,759.3,A
A001907,2025-01-31,633.9,C
A001908,2025-01-31,629.7,C
A001909,2025-01-31,647.7,C
A001910,2025-01-31,657.7,C
A001911,2025-01-31,587.1,D
A001912,2025-01-31,736.5,B
A001913,2025-01-31,699.2,B
A001914,2025-01-31,611.5,D
A001915,2025-01-31,534.7,E
A001916,2025-01-31,759.5,A
A001917,2025-01-31,693.6,B
A001918,2025-01-31,610.4,D
A001919,2025-01-31,592.1,D
A001920,2025-01-31,772.8,A
A001921,2025-01-31,780.4,A
A001922,2025-01-31,720.5,B
A001923,2025-01-31,751.9,A
A001924,2025-01-31,697.2,B
A001925,2025-01-31,686.7,B
A001926,2025-01-31,615.1,D
A001927,2025-01-31,751.6,A
A001928,2025-01-31,709.2,B
A001929,2025-01-31,799.7,A
A001930,2025-01-31,792.5,A
A001931,2025-01-31,662.7,C
A001932,2025-01-31,731.2,B
A001933,2025-01-31,622.1,C
A001934,2025-01-31,651.3,C
A001935,2025-01-31,667.6,C
A001936,2025-01-31,585.8,D
A001937,2025-01-31,639.6,C
A001938,2025-01-31,641.9,C
A001939,2025-01-31,672.9,C
A001940,2025-01-31,618.4,D
A001941,2025-01-31,644.0,C
A001942,2025-01-31,817.2,A
A001943,2025-01-31,675.7,C
A001944,2025-01-31,656.6,C
A001945,2025-01-31,674.6,C
A001946,2025-01-31,664.6,C
A001947,2025-01-31,585.8,D
A001948,2025-01-31,648.2,C
A001949,2025-01-31,657.5,C
A001950,2025-01-31,693.2,B
A001951,2025-01-31,739.3,B
A001952,2025-01-31,607.6,D
A001953,2025-01-31,605.3,D
A001954,2025-01-31,627.1,C
A001955,2025-01-31,706.1,B
A001956,2025-01-31,745.5,A
A001957,2025-01-31,564.0,D
A001958,2025-01-31,652.3,C
A001959,2025-01-31,676.8,C
A001960,2025-01-31,719.8,B
A001961,2025-01-31,753.6,A
A001962,2025-01-31,752.7,A
A001963,2025-01-31,717.2,B
A001964,2025-01-31,605.8,D
A001965,2025-01-31,651.6,C
A001966,2025-01-31,666.4,C
A001967,2025-01-31,602.4,D
A001968,2025-01-31,568.1,D
A001969,2025-01-31,653.8,C
A001970,2025-01-31,810.4,A
A001971,2025-01-31,748.2,A
A001972,2025-01-31,776.1,A
A001973,2025-01-31,643.6,C
A001974,2025-01-31,732.3,B
A001975,2025-01-31,609.2,D
A001976,2025-01-31,635.6,C
A001977,2025-01-31,683.1,B
A001978,2025-01-31,750.0,A
A001979,2025-01-31,648.7,C
A001980,2025-01-31,726.5,B
A001981,2025-01-31,702.0,B
A001982,2025-01-31,694.7,B
A001983,2025-01-31,662.3,C
A001984,2025-01-31,701.7,B
A001985,2025-01-31,658.6,C
A001986,2025-01-31,679.1,C
A001987,2025-01-31,774.2,A
A001988,2025-01-31,667.0,C
A001989,2025-01-31,603.4,D
A001990,2025-01-31,568.2,D
A001991,2025-01-31,604.0,D
A001992,2025-01-31,753.0,A
A001993,2025-01-31,649.3,C
A001994,2025-01-31,651.1,C
A001995,2025-01-31,580.5,D
A001996,2025-01-31,708.8,B
A001997,2025-01-31,663.4,C
A001998,2025-01-31,693.1,B
A001999,2025-01-31,701.2,B
A002000,2025-01-31,689.2,B
A002001,2025-01-31,692.8,B
A002002,2025-01-31,670.0,C
A002003,2025-01-31,607.1,D
A002004,2025-01-31,771.1,A
A002005,2025-01-31,610.9,D
A002006,2025-01-31,601.9,D
A002007,2025-01-31,713.8,B
A002008,2025-01-31,759.7,A
A002009,2025-01-31,675.1,C
A002010,2025-01-31,774.9,A
A002011,2025-01-31,676.8,C
A002012,2025-01-31,530.5,E
A002013,2025-01-31,634.8,C
A002014,2025-01-31,599.1,D
A002015,2025-01-31,594.3,D
A002016,2025-01-31,657.8,C
A002017,2025-01-31,630.0,C
A002018,2025-01-31,660.0,C
A002019,2025-01-31,706.7,B
A002020,2025-01-31,728.3,B
A002021,2025-01-31,697.3,B
A002022,2025-01-31,691.4,B
A002023,2025-01-31,744.8,A
A002024,2025-01-31,695.5,B
A002025,2025-01-31,705.1,B
A002026,2025-01-31,608.1,D
A002027,2025-01-31,738.6,B
A002028,2025-01-31,666.3,C
A002029,2025-01-31,589.0,D
A002030,2025-01-31,735.3,B
A002031,2025-01-31,600.6,D
A002032,2025-01-31,757.3,A
A002033,2025-01-31,665.5,C
A002034,2025-01-31,741.7,A
A002035,2025-01-31,648.4,C
A002036,2025-01-31,635.0,C
A002037,2025-01-31,618.3,D
A002038,2025-01-31,658.8,C
A002039,2025-01-31,692.5,B
A002040,2025-01-31,686.4,B
A002041,2025-01-31,677.8,C
A002042,2025-01-31,728.8,B
A002043,2025-01-31,569.6,D
A002044,2025-01-31,589.0,D
A002045,2025-01-31,696.3,B
A002046,2025-01-31,748.4,A
A002047,2025-01-31,641.0,C
A002048,2025-01-31,625.6,C
A002049,2025-01-31,659.5,C
A002050,2025-01-31,695.1,B
A002051,2025-01-31,616.9,D
A002052,2025-01-31,596.2,D
A002053,2025-01-31,701.4,B
A002054,2025-01-31,708.7,B
A002055,2025-01-31,714.2,B
A002056,2025-01-31,668.7,C
A002057,2025-01-31,640.9,C
A002058,2025-01-31,714.3,B
A002059,2025-01-31,700.1,B
A002060,2025-01-31,650.0,C
A002061,2025-01-31,641.4,C
A002062,2025-01-31,585.3,D
A002063,2025-01-31,606.2,D
A002064,2025-01-31,612.0,D
A002065,2025-01-31,616.0,D
A002066,2025-01-31,660.4,C
A002067,2025-01-31,652.9,C
A002068,2025-01-31,684.6,B
A002069,2025-01-31,676.8,C
A002070,2025-01-31,590.4,D
A002071,2025-01-31,672.6,C
A002072,2025-01-31,691.9,B
A002073,2025-01-31,670.7,C
A002074,2025-01-31,644.1,C
A002075,2025-01-31,670.4,C
A002076,2025-01-31,651.6,C
A002077,2025-01-31,644.9,C
A002078,2025-01-31,599.4,D
A002079,2025-01-31,723.4,B
A002080,2025-01-31,732.1,B
A002081,2025-01-31,711.7,B
A002082,2025-01-31,600.9,D
A002083,2025-01-31,628.7,C
A002084,2025-01-31,650.2,C
A002085,2025-01-31,679.1,C
A002086,2025-01-31,681.2,B
A002087,2025-01-31,738.9,B
A002088,2025-01-31,693.6,B
A002089,2025-01-31,523.3,E
A002090,2025-01-31,590.6,D
A002091,2025-01-31,663.2,C
A002092,2025-01-31,574.9,D
A002093,2025-01-31,668.2,C
A002094,2025-01-31,586.2,D
A002095,2025-01-31,599.9,D
A002096,2025-01-31,664.7,C
A002097,2025-01-31,591.5,D
A002098,2025-01-31,559.0,E
A002099,2025-01-31,597.1,D
A002100,2025-01-31,618.6,D
A002101,2025-01-31,602.1,D
A002102,2025-01-31,666.5,C
A002103,2025-01-31,620.5,C
A002104,2025-01-31,627.9,C
A002105,2025-01-31,639.1,C
A002106,2025-01-31,596.0,D
A002107,2025-01-31,761.5,A
A002108,2025-01-31,660.7,C
A002109,2025-01-31,716.6,B
A002110,2025-01-31,706.1,B
A002111,2025-01-31,722.3,B
A002112,2025-01-31,693.0,B
A002113,2025-01-31,712.9,B
A002114,2025-01-31,625.3,C
A002115,2025-01-31,703.3,B
A002116,2025-01-31,717.5,B
A002117,2025-01-31,709.6,B
A002118,2025-01-31,693.4,B
A002119,2025-01-31,614.3,D
A002120,2025-01-31,680.7,B
A002121,2025-01-31,769.4,A
A002122,2025-01-31,675.8,C
A002123,2025-01-31,580.8,D
A002124,2025-01-31,520.2,E
A002125,2025-01-31,432.1,E
A002126,2025-01-31,566.5,D
A002127,2025-01-31,620.9,C
A002128,2025-01-31,647.8,C
A002129,2025-01-31,725.4,B
A002130,2025-01-31,685.9,B
A002131,2025-01-31,799.6,A
A002132,2025-01-31,713.0,B
A002133,2025-01-31,712.5,B
A002134,2025-01-31,631.8,C
A002135,2025-01-31,690.4,B
A002136,2025-01-31,601.7,D
A002137,2025-01-31,735.7,B
A002138,2025-01-31,850.0,A
A002139,2025-01-31,702.5,B
A002140,2025-01-31,679.4,C
A002141,2025-01-31,688.4,B
A002142,2025-01-31,699.0,B
A002143,2025-01-31,714.4,B
A002144,2025-01-31,657.1,C
A002145,2025-01-31,606.0,D
A002146,2025-01-31,631.3,C
A002147,2025-01-31,546.4,E
A002148,2025-01-31,647.3,C
A002149,2025-01-31,694.7,B
A002150,2025-01-31,591.2,D
A002151,2025-01-31,645.0,C
A002152,2025-01-31,641.4,C
A002153,2025-01-31,657.1,C
A002154,2025-01-31,705.2,B
A002155,2025-01-31,655.3,C
A002156,2025-01-31,630.3,C
A002157,2025-01-31,683.1,B
A002158,2025-01-31,705.4,B
A002159,2025-01-31,688.4,B
A002160,2025-01-31,690.1,B
A002161,2025-01-31,677.6,C
A002162,2025-01-31,660.1,C
A002163,2025-01-31,689.5,B
A002164,2025-01-31,601.7,D
A002165,2025-01-31,640.2,C
A002166,2025-01-31,626.3,C
A002167,2025-01-31,708.2,B
A002168,2025-01-31,665.1,C
A002169,2025-01-31,655.8,C
A002170,2025-01-31,686.9,B
A002171,2025-01-31,639.8,C
A002172,2025-01-31,681.9,B
A002173,2025-01-31,652.1,C
A002174,2025-01-31,761.9,A
A002175,2025-01-31,683.1,B
A002176,2025-01-31,716.6,B
A002177,2025-01-31,733.9,B
A002178,2025-01-31,708.2,B
A002179,2025-01-31,775.0,A
A002180,2025-01-31,711.9,B
A002181,2025-01-31,703.8,B
A002182,2025-01-31,747.1,A
A002183,2025-01-31,719.6,B
A002184,2025-01-31,580.3,D
A002185,2025-01-31,619.6,D
A002186,2025-01-31,681.3,B
A002187,2025-01-31,630.4,C
A002188,2025-01-31,720.0,B
A002189,2025-01-31,565.5,D
A002190,2025-01-31,680.5,B
A002191,2025-01-31,634.3,C
A002192,2025-01-31,586.3,D
A002193,2025-01-31,595.1,D
A002194,2025-01-31,596.9,D
A002195,2025-01-31,570.1,D
A002196,2025-01-31,758.7,A
A002197,2025-01-31,704.8,B
A002198,2025-01-31,645.1,C
A002199,2025-01-31,599.2,D
A002200,2025-01-31,723.9,B
A002201,2025-01-31,674.3,C
A002202,2025-01-31,645.1,C
A002203,2025-01-31,687.3,B
A002204,2025-01-31,695.6,B
A002205,2025-01-31,659.8,C
A002206,2025-01-31,707.8,B
A002207,2025-01-31,659.4,C
A002208,2025-01-31,692.4,B
A002209,2025-01-31,676.7,C
A002210,2025-01-31,758.5,A
A002211,2025-01-31,688.8,B
A002212,2025-01-31,717.7,B
A002213,2025-01-31,701.8,B
A002214,2025-01-31,633.3,C
A002215,2025-01-31,654.5,C
A002216,2025-01-31,732.6,B
A002217,2025-01-31,665.6,C
A002218,2025-01-31,840.1,A
A002219,2025-01-31,597.0,D
A002220,2025-01-31,599.7,D
A002221,2025-01-31,697.7,B
A002222,2025-01-31,686.0,B
A002223,2025-01-31,680.5,B
A002224,2025-01-31,681.8,B
A002225,2025-01-31,508.3,E
A002226,2025-01-31,548.6,E
A002227,2025-01-31,662.3,C
A002228,2025-01-31,682.9,B
A002229,2025-01-31,668.6,C
A002230,2025-01-31,689.0,B
A002231,2025-01-31,700.7,B
A002232,2025-01-31,624.8,C
A002233,2025-01-31,583.6,D
A002234,2025-01-31,667.8,C
A002235,2025-01-31,630.4,C
A002236,2025-01-31,690.9,B
A002237,2025-01-31,685.3,B
A002238,2025-01-31,688.3,B
A002239,2025-01-31,596.9,D
A002240,2025-01-31,643.8,C
A002241,2025-01-31,685.2,B
A002242,2025-01-31,596.7,D
A002243,2025-01-31,693.8,B
A002244,2025-01-31,643.9,C
A002245,2025-01-31,675.6,C
A002246,2025-01-31,776.4,A
A002247,2025-01-31,719.3,B
A002248,2025-01-31,733.5,B
A002249,2025-01-31,685.4,B
A002250,2025-01-31,663.1,C
A002251,2025-01-31,709.2,B
A002252,2025-01-31,685.3,B
A002253,2025-01-31,720.1,B
A002254,2025-01-31,661.7,C
A002255,2025-01-31,645.4,C
A002256,2025-01-31,681.5,B
A002257,2025-01-31,658.4,C
A002258,2025-01-31,635.9,C
A002259,2025-01-31,570.3,D
A002260,2025-01-31,681.0,B
A002261,2025-01-31,626.4,C
A002262,2025-01-31,601.3,D
A002263,2025-01-31,658.4,C
A002264,2025-01-31,638.9,C
A002265,2025-01-31,609.8,D
A002266,2025-01-31,642.1,C
A002267,2025-01-31,598.9,D
A002268,2025-01-31,629.0,C
A002269,2025-01-31,658.7,C
A002270,2025-01-31,754.6,A
A002271,2025-01-31,811.7,A
A002272,2025-01-31,663.8,C
A002273,2025-01-31,715.4,B
A002274,2025-01-31,700.9,B
A002275,2025-01-31,702.5,B
A002276,2025-01-31,715.6,B
A002277,2025-01-31,662.8,C
A002278,2025-01-31,700.3,B
A002279,2025-01-31,620.1,C
A002280,2025-01-31,713.6,B
A002281,2025-01-31,704.1,B
A002282,2025-01-31,692.8,B
A002283,2025-01-31,697.9,B
A002284,2025-01-31,793.9,A
A002285,2025-01-31,588.7,D
A002286,2025-01-31,660.3,C
A002287,2025-01-31,775.2,A
A002288,2025-01-31,689.9,B
A002289,2025-01-31,677.1,C
A002290,2025-01-31,627.4,C
A002291,2025-01-31,655.6,C
A002292,2025-01-31,645.2,C
A002293,2025-01-31,649.9,C
A002294,2025-01-31,672.2,C
A002295,2025-01-31,586.6,D
A002296,2025-01-31,631.9,C
A002297,2025-01-31,556.6,E
A002298,2025-01-31,570.7,D
A002299,2025-01-31,523.3,E
A002300,2025-01-31,655.1,C
A002301,2025-01-31,561.2,D
A002302,2025-01-31,613.1,D
A002303,2025-01-31,630.5,C
A002304,2025-01-31,641.0,C
A002305,2025-01-31,626.3,C
A002306,2025-01-31,626.8,C
A002307,2025-01-31,682.8,B
A002308,2025-01-31,659.5,C
A002309,2025-01-31,693.8,B
A002310,2025-01-31,729.9,B
A002311,2025-01-31,678.6,C
A002312,2025-01-31,577.9,D
A002313,2025-01-31,625.8,C
A002314,2025-01-31,595.0,D
A002315,2025-01-31,628.8,C
A002316,2025-01-31,708.9,B
A002317,2025-01-31,822.2,A
A002318,2025-01-31,664.2,C
A002319,2025-01-31,681.6,B
A002320,2025-01-31,655.3,C
A002321,2025-01-31,783.4,A
A002322,2025-01-31,688.0,B
A002323,2025-01-31,649.9,C
A002324,2025-01-31,685.0,B
A002325,2025-01-31,675.0,C
A002326,2025-01-31,745.2,A
A002327,2025-01-31,717.6,B
A002328,2025-01-31,722.7,B
A002329,2025-01-31,701.1,B
A002330,2025-01-31,720.1,B
A002331,2025-01-31,701.6,B
A002332,2025-01-31,641.3,C
A002333,2025-01-31,667.6,C
A002334,2025-01-31,706.4,B
A002335,2025-01-31,636.7,C
A002336,2025-01-31,687.6,B
A002337,2025-01-31,616.3,D
A002338,2025-01-31,511.1,E
A002339,2025-01-31,641.8,C
A002340,2025-01-31,625.4,C
A002341,2025-01-31,724.3,B
A002342,2025-01-31,658.8,C
A002343,2025-01-31,606.6,D
A002344,2025-01-31,624.9,C
A002345,2025-01-31,633.2,C
A002346,2025-01-31,720.8,B
A002347,2025-01-31,682.7,B
A002348,2025-01-31,621.2,C
A002349,2025-01-31,655.1,C
A002350,2025-01-31,654.0,C
A002351,2025-01-31,696.4,B
A002352,2025-01-31,652.5,C
A002353,2025-01-31,654.1,C
A002354,2025-01-31,643.4,C
A002355,2025-01-31,676.6,C
A002356,2025-01-31,654.5,C
A002357,2025-01-31,629.7,C
A002358,2025-01-31,597.2,D
A002359,2025-01-31,707.5,B
A002360,2025-01-31,648.0,C
A002361,2025-01-31,642.7,C
A002362,2025-01-31,667.5,C
A002363,2025-01-31,685.5,B
A002364,2025-01-31,659.4,C
A002365,2025-01-31,629.7,C
A002366,2025-01-31,609.4,D
A002367,2025-01-31,655.3,C
A002368,2025-01-31,789.7,A
A002369,2025-01-31,759.2,A
A002370,2025-01-31,742.8,A
A002371,2025-01-31,721.3,B
A002372,2025-01-31,744.7,A
A002373,2025-01-31,714.7,B
A002374,2025-01-31,615.4,D
A002375,2025-01-31,763.0,A
A002376,2025-01-31,666.4,C
A002377,2025-01-31,655.0,C
A002378,2025-01-31,690.0,B
A002379,2025-01-31,616.6,D
A002380,2025-01-31,649.8,C
A002381,2025-01-31,730.6,B
A002382,2025-01-31,560.8,D
A002383,2025-01-31,710.5,B
A002384,2025-01-31,667.5,C
A002385,2025-01-31,746.5,A
A002386,2025-01-31,700.9,B
A002387,2025-01-31,642.3,C
A002388,2025-01-31,635.2,C
A002389,2025-01-31,598.8,D
A002390,2025-01-31,695.4,B
A002391,2025-01-31,713.9,B
A002392,2025-01-31,730.9,B
A002393,2025-01-31,633.0,C
A002394,2025-01-31,807.4,A
A002395,2025-01-31,702.0,B
A002396,2025-01-31,608.1,D
A002397,2025-01-31,563.1,D
A002398,2025-01-31,602.6,D
A002399,2025-01-31,649.6,C
A002400,2025-01-31,610.4,D
A002401,2025-01-31,610.7,D
A002402,2025-01-31,609.2,D
A002403,2025-01-31,597.3,D
A002404,2025-01-31,759.2,A
A002405,2025-01-31,707.6,B
A002406,2025-01-31,709.9,B
A002407,2025-01-31,610.1,D
A002408,2025-01-31,528.8,E
A002409,2025-01-31,753.8,A
A002410,2025-01-31,607.1,D
A002411,2025-01-31,656.1,C
A002412,2025-01-31,696.5,B
A002413,2025-01-31,680.1,B
A002414,2025-01-31,666.0,C
A002415,2025-01-31,700.8,B
A002416,2025-01-31,627.3,C
A002417,2025-01-31,788.0,A
A002418,2025-01-31,637.9,C
A002419,2025-01-31,572.3,D
A002420,2025-01-31,572.0,D
A002421,2025-01-31,742.8,A
A002422,2025-01-31,742.0,A
A002423,2025-01-31,716.8,B
A002424,2025-01-31,683.7,B
A002425,2025-01-31,633.7,C
A002426,2025-01-31,617.3,D
A002427,2025-01-31,595.3,D
A002428,2025-01-31,600.7,D
A002429,2025-01-31,712.9,B
A002430,2025-01-31,778.5,A
A002431,2025-01-31,659.7,C
A002432,2025-01-31,689.3,B
A002433,2025-01-31,633.2,C
A002434,2025-01-31,618.2,D
A002435,2025-01-31,713.9,B
A002436,2025-01-31,642.0,C
A002437,2025-01-31,688.6,B
A002438,2025-01-31,596.1,D
A002439,2025-01-31,689.2,B
A002440,2025-01-31,702.8,B
A002441,2025-01-31,582.5,D
A002442,2025-01-31,543.4,E
A002443,2025-01-31,613.6,D
A002444,2025-01-31,615.9,D
A002445,2025-01-31,608.3,D
A002446,2025-01-31,701.3,B
A002447,2025-01-31,660.9,C
A002448,2025-01-31,776.7,A
A002449,2025-01-31,565.7,D
A002450,2025-01-31,549.4,E
A002451,2025-01-31,564.8,D
A002452,2025-01-31,699.5,B
A002453,2025-01-31,688.0,B
A002454,2025-01-31,650.0,C
A002455,2025-01-31,666.3,C
A002456,2025-01-31,592.8,D
A002457,2025-01-31,677.8,C
A002458,2025-01-31,658.8,C
A002459,2025-01-31,664.3,C
A002460,2025-01-31,657.9,C
A002461,2025-01-31,685.5,B
A002462,2025-01-31,803.4,A
A002463,2025-01-31,679.8,C
A002464,2025-01-31,765.8,A
A002465,2025-01-31,665.6,C
A002466,2025-01-31,687.4,B
A002467,2025-01-31,626.3,C
A002468,2025-01-31,668.8,C
A002469,2025-01-31,683.4,B
A002470,2025-01-31,740.3,A
A002471,2025-01-31,662.5,C
A002472,2025-01-31,656.8,C
A002473,2025-01-31,690.1,B
A002474,2025-01-31,715.0,B
A002475,2025-01-31,711.2,B
A002476,2025-01-31,775.4,A
A002477,2025-01-31,594.1,D
A002478,2025-01-31,597.7,D
A002479,2025-01-31,773.1,A
A002480,2025-01-31,766.8,A
A002481,2025-01-31,677.6,C
A002482,2025-01-31,714.7,B
A002483,2025-01-31,545.0,E
A002484,2025-01-31,503.0,E
A002485,2025-01-31,561.3,D
A002486,2025-01-31,595.1,D
A002487,2025-01-31,685.2,B
A002488,2025-01-31,713.6,B
A002489,2025-01-31,696.4,B
A002490,2025-01-31,774.6,A
A002491,2025-01-31,666.7,C
A002492,2025-01-31,727.0,B
A002493,2025-01-31,655.3,C
A002494,2025-01-31,737.7,B
A002495,2025-01-31,621.0,C
A002496,2025-01-31,649.7,C
A002497,2025-01-31,523.7,E
A002498,2025-01-31,628.5,C
A002499,2025-01-31,614.1,D
A002500,2025-01-31,706.4,B
A002501,2025-01-31,664.9,C
A002502,2025-01-31,590.2,D
A002503,2025-01-31,770.2,A
A002504,2025-01-31,726.4,B
A002505,2025-01-31,689.7,B
A002506,2025-01-31,719.8,B
A002507,2025-01-31,754.3,A
A002508,2025-01-31,768.1,A
A002509,2025-01-31,729.6,B
A002510,2025-01-31,734.3,B
A002511,2025-01-31,761.9,A
A002512,2025-01-31,744.0,A
A002513,2025-01-31,723.4,B
A002514,2025-01-31,680.9,B
A002515,2025-01-31,736.4,B
A002516,2025-01-31,674.0,C
A002517,2025-01-31,665.0,C
A002518,2025-01-31,636.9,C
A002519,2025-01-31,607.3,D
A002520,2025-01-31,599.2,D
A002521,2025-01-31,709.2,B
A002522,2025-01-31,770.6,A
A002523,2025-01-31,768.6,A
A002524,2025-01-31,632.3,C
A002525,2025-01-31,687.0,B
A002526,2025-01-31,619.1,D
A002527,2025-01-31,557.9,E
A002528,2025-01-31,630.2,C
A002529,2025-01-31,663.2,C
A002530,2025-01-31,658.6,C
A002531,2025-01-31,655.2,C
A002532,2025-01-31,691.2,B
A002533,2025-01-31,711.5,B
A002534,2025-01-31,602.5,D
A002535,2025-01-31,622.2,C
A002536,2025-01-31,577.5,D
A002537,2025-01-31,657.8,C
A002538,2025-01-31,753.0,A
A002539,2025-01-31,712.6,B
A002540,2025-01-31,723.8,B
A002541,2025-01-31,757.1,A
A002542,2025-01-31,705.6,B
A002543,2025-01-31,675.4,C
A002544,2025-01-31,632.7,C
A002545,2025-01-31,648.2,C
A002546,2025-01-31,696.2,B
A002547,2025-01-31,614.4,D
A002548,2025-01-31,850.0,A
A002549,2025-01-31,674.5,C
A002550,2025-01-31,686.1,B
A002551,2025-01-31,728.8,B
A002552,2025-01-31,693.6,B
A002553,2025-01-31,673.7,C
A002554,2025-01-31,760.4,A
A002555,2025-01-31,775.8,A
A002556,2025-01-31,708.8,B
A002557,2025-01-31,648.3,C
A002558,2025-01-31,657.9,C
A002559,2025-01-31,612.7,D
A002560,2025-01-31,646.5,C
A002561,2025-01-31,688.5,B
A002562,2025-01-31,617.5,D
A002563,2025-01-31,636.6,C
A002564,2025-01-31,607.9,D
A002565,2025-01-31,647.5,C
A002566,2025-01-31,724.1,B
A002567,2025-01-31,525.4,E
A002568,2025-01-31,654.5,C
A002569,2025-01-31,695.9,B
A002570,2025-01-31,773.5,A
A002571,2025-01-31,583.9,D
A002572,2025-01-31,564.3,D
A002573,2025-01-31,711.2,B
A002574,2025-01-31,657.5,C
A002575,2025-01-31,561.4,D
A002576,2025-01-31,569.1,D
A002577,2025-01-31,593.5,D
A002578,2025-01-31,627.6,C
A002579,2025-01-31,718.9,B
A002580,2025-01-31,640.6,C
A002581,2025-01-31,694.6,B
A002582,2025-01-31,684.1,B
A002583,2025-01-31,728.5,B
A002584,2025-01-31,709.5,B
A002585,2025-01-31,787.8,A
A002586,2025-01-31,641.2,C
A002587,2025-01-31,651.4,C
A002588,2025-01-31,603.0,D
A002589,2025-01-31,614.3,D
A002590,2025-01-31,724.9,B
A002591,2025-01-31,775.0,A
A002592,2025-01-31,596.2,D
A002593,2025-01-31,706.9,B
A002594,2025-01-31,687.5,B
A002595,2025-01-31,742.7,A
A002596,2025-01-31,620.5,C
A002597,2025-01-31,656.9,C
A002598,2025-01-31,574.6,D
A002599,2025-01-31,624.9,C
A002600,2025-01-31,850.0,A
A002601,2025-01-31,787.6,A
A002602,2025-01-31,755.6,A
A002603,2025-01-31,617.6,D
A002604,2025-01-31,717.9,B
A002605,2025-01-31,634.0,C
A002606,2025-01-31,678.2,C
A002607,2025-01-31,631.0,C
A002608,2025-01-31,656.0,C
A002609,2025-01-31,701.0,B
A002610,2025-01-31,509.8,E
A002611,2025-01-31,646.8,C
A002612,2025-01-31,712.0,B
A002613,2025-01-31,598.6,D
A002614,2025-01-31,643.1,C
A002615,2025-01-31,550.5,E
A002616,2025-01-31,651.0,C
A002617,2025-01-31,532.1,E
A002618,2025-01-31,602.7,D
A002619,2025-01-31,639.2,C
A002620,2025-01-31,587.7,D
A002621,2025-01-31,661.3,C
A002622,2025-01-31,617.5,D
A002623,2025-01-31,667.8,C
A002624,2025-01-31,764.2,A
A002625,2025-01-31,741.9,A
A002626,2025-01-31,665.4,C
A002627,2025-01-31,817.8,A
A002628,2025-01-31,630.2,C
A002629,2025-01-31,660.3,C
A002630,2025-01-31,694.1,B
A002631,2025-01-31,690.4,B
A002632,2025-01-31,780.2,A
A002633,2025-01-31,708.8,B
A002634,2025-01-31,783.8,A
A002635,2025-01-31,630.7,C
A002636,2025-01-31,627.0,C
A002637,2025-01-31,594.4,D
A002638,2025-01-31,712.8,B
A002639,2025-01-31,581.6,D
A002640,2025-01-31,662.1,C
A002641,2025-01-31,615.6,D
A002642,2025-01-31,597.9,D
A002643,2025-01-31,611.8,D
A002644,2025-01-31,612.7,D
A002645,2025-01-31,582.9,D
A002646,2025-01-31,646.1,C
A002647,2025-01-31,576.4,D
A002648,2025-01-31,594.0,D
A002649,2025-01-31,593.7,D
A002650,2025-01-31,631.6,C
A002651,2025-01-31,652.4,C
A002652,2025-01-31,760.7,A
A002653,2025-01-31,689.5,B
A002654,2025-01-31,669.1,C
A002655,2025-01-31,694.9,B
A002656,2025-01-31,695.1,B
A002657,2025-01-31,703.7,B
A002658,2025-01-31,685.1,B
A002659,2025-01-31,627.6,C
A002660,2025-01-31,662.9,C
A002661,2025-01-31,644.9,C
A002662,2025-01-31,717.1,B
