payment_id,account_id,due_date,payment_date,amount_due,amount_paid
P00055633,A002817,2025-01-15,2025-01-10,159.74,159.81
P00055634,A002817,2025-02-15,2025-02-10,127.49,130.87
P00055635,A002817,2025-03-15,2025-03-14,134.87,139.61
P00055636,A002817,2025-04-15,2025-04-12,89.03,90.85
P00055637,A002817,2025-05-15,2025-05-10,113.16,112.1
P00055638,A002817,2025-06-15,2025-06-10,86.92,90.66
P00055639,A002817,2025-07-15,2025-07-10,190.72,130.04
P00055640,A002817,2025-08-15,2025-08-13,164.91,165.84
P00055641,A002817,2025-09-15,2025-09-13,206.77,209.16
P00055642,A002817,2025-10-15,2025-10-14,119.79,118.06
P00055643,A002817,2025-11-15,2025-11-15,117.14,120.02
P00055644,A002817,2025-12-15,2026-01-13,189.9,191.44
P00055645,A002818,2024-01-15,2024-01-10,106.48,109.33
P00055646,A002818,2024-02-15,2024-02-15,55.79,56.64
P00055647,A002818,2024-03-15,2024-03-11,76.72,78.8
P00055648,A002818,2024-04-15,2024-04-14,108.28,69.25
P00055649,A002818,2024-05-15,2024-05-11,115.32,114.44
P00055650,A002818,2024-06-15,2024-06-10,91.01,93.82
P00055651,A002818,2024-07-15,2024-07-14,110.69,111.13
P00055652,A002818,2024-08-15,2024-08-12,166.4,165.98
P00055653,A002818,2024-09-15,2024-09-11,82.95,84.81
P00055654,A002818,2024-10-15,2024-11-22,136.46,137.97
P00055655,A002818,2024-11-15,2024-11-14,129.66,129.37
P00055656,A002818,2024-12-15,2024-12-14,132.66,132.75
P00055657,A002818,2025-01-15,2025-01-12,163.8,166.42
P00055658,A002818,2025-02-15,2025-02-14,50.0,51.15
P00055659,A002818,2025-03-15,2025-03-10,107.4,107.54
P00055660,A002818,2025-04-15,2025-04-10,50.28,43.73
P00055661,A002818,2025-05-15,2025-05-13,116.13,118.92
P00055662,A002818,2025-06-15,2025-06-14,138.46,136.55
P00055663,A002818,2025-07-15,2025-07-13,110.67,112.88
P00055664,A002818,2025-08-15,2025-08-10,53.35,53.87
P00055665,A002818,2025-09-15,2025-09-11,148.6,154.36
P00055666,A002818,2025-10-15,2025-10-10,61.63,61.91
P00055667,A002818,2025-11-15,2025-11-11,159.52,164.34
P00055668,A002818,2025-12-15,2025-12-14,146.44,144.58
P00055669,A002819,2024-01-15,2024-01-10,275.43,285.05
P00055670,A002819,2024-02-15,2024-02-15,258.9,267.39
P00055671,A002819,2024-03-15,2024-03-14,232.4,238.93
P00055672,A002819,2024-04-15,2024-05-01,333.85,347.7
P00055673,A002819,2024-05-15,2024-05-15,122.33,121.11
P00055674,A002819,2024-06-15,2024-07-07,164.67,164.18
P00055675,A002819,2024-07-15,2024-07-11,314.27,316.03
P00055676,A002819,2024-08-15,2024-08-15,307.94,302.88
P00055677,A002819,2024-09-15,2024-09-10,292.58,288.58
P00055678,A002819,2024-10-15,2024-10-11,193.12,196.96
P00055679,A002819,2024-11-15,2024-11-15,337.52,345.74
P00055680,A002819,2024-12-15,2024-12-12,252.06,249.98
P00055681,A002819,2025-01-15,2025-01-14,290.73,302.06
P00055682,A002819,2025-02-15,2025-02-12,163.8,170.4
P00055683,A002819,2025-03-15,2025-03-16,264.07,271.74
P00055684,A002819,2025-04-15,2025-04-12,303.45,316.89
P00055685,A002819,2025-05-15,2025-05-13,137.12,134.42
P00055686,A002819,2025-06-15,2025-06-14,147.38,146.34
P00055687,A002819,2025-07-15,2025-07-14,112.75,115.42
P00055688,A002819,2025-08-15,2025-08-13,280.65,116.08
P00055689,A002819,2025-09-15,2025-09-20,269.07,266.25
P00055690,A002819,2025-10-15,2025-10-13,293.11,299.14
P00055691,A002819,2025-11-15,2025-11-13,172.24,174.79
P00055692,A002819,2025-12-15,2025-12-10,270.54,280.52
P00055693,A002820,2024-01-15,2024-01-10,133.01,132.99
P00055694,A002820,2024-02-15,2024-02-10,168.45,169.36
P00055695,A002820,2024-03-15,2024-03-10,222.61,230.88
P00055696,A002820,2024-04-15,2024-04-10,149.73,148.04
P00055697,A002820,2024-05-15,2024-05-13,192.01,196.66
P00055698,A002820,2024-06-15,2024-06-13,164.91,170.88
P00055699,A002820,2024-07-15,2024-07-10,116.0,119.49
P00055700,A002820,2024-08-15,2024-08-11,106.49,104.46
P00055701,A002820,2024-09-15,2024-09-13,106.26,105.48
P00055702,A002820,2024-10-15,2024-10-14,141.57,141.41
P00055703,A002820,2024-11-15,2024-11-13,129.09,129.66
P00055704,A002820,2024-12-15,2024-12-13,109.36,112.63
P00055705,A002820,2025-01-15,2025-01-10,67.86,67.95
P00055706,A002820,2025-02-15,2025-02-14,154.86,156.53
P00055707,A002820,2025-03-15,2025-03-12,160.75,159.94
P00055708,A002820,2025-04-15,2025-04-10,89.11,88.26
P00055709,A002820,2025-05-15,2025-05-12,156.59,161.33
P00055710,A002820,2025-06-15,2025-06-13,62.99,64.1
P00055711,A002820,2025-07-15,2025-07-10,139.43,139.63
P00055712,A002820,2025-08-15,2025-08-12,59.07,60.32
P00055713,A002820,2025-09-15,2025-10-01,87.84,89.48
P00055714,A002820,2025-10-15,2025-10-13,221.76,227.85
P00055715,A002820,2025-11-15,2025-11-12,162.62,162.18
P00055716,A002820,2025-12-15,2025-12-10,72.13,72.76
P00055717,A002821,2024-01-15,2024-01-12,215.44,215.39
P00055718,A002821,2024-02-15,2024-02-12,75.85,77.11
P00055719,A002821,2024-03-15,2024-03-10,169.6,170.48
P00055720,A002821,2024-04-15,2024-04-10,77.3,76.19
P00055721,A002821,2024-05-15,2024-05-10,98.18,97.08
P00055722,A002821,2024-06-15,2024-06-14,124.6,124.23
P00055723,A002821,2024-07-15,2024-07-13,227.42,226.41
P00055724,A002821,2024-08-15,2024-08-10,194.99,193.25
P00055725,A002821,2024-09-15,2024-09-15,79.81,83.06
P00055726,A002821,2024-10-15,2024-10-12,176.8,175.0
P00055727,A002821,2024-11-15,2024-11-10,133.42,139.59
P00055728,A002821,2024-12-15,2025-01-09,194.6,204.02
P00055729,A002821,2025-01-15,2025-01-14,119.02,119.82
P00055730,A002821,2025-02-15,2025-02-14,203.19,210.11
P00055731,A002821,2025-03-15,2025-03-14,131.38,135.44
P00055732,A002821,2025-04-15,2025-05-03,98.22,102.03
P00055733,A002821,2025-05-15,2025-05-10,70.05,72.91
P00055734,A002821,2025-06-15,2025-06-14,110.3,111.52
P00055735,A002821,2025-07-15,2025-07-12,137.0,140.57
P00055736,A002821,2025-08-15,2025-08-13,168.1,104.55
P00055737,A002821,2025-09-15,2025-09-15,235.75,235.17
P00055738,A002821,2025-10-15,2025-10-15,139.13,145.49
P00055739,A002821,2025-11-15,2025-11-15,224.21,226.3
P00055740,A002821,2025-12-15,2025-12-11,76.27,76.28
P00055741,A002822,2024-01-15,2024-01-15,179.22,176.34
P00055742,A002822,2024-02-15,2024-02-14,99.09,101.37
P00055743,A002822,2024-03-15,2024-04-21,137.38,142.64
P00055744,A002822,2024-04-15,2024-04-13,99.01,98.42
P00055745,A002822,2024-05-15,2024-05-15,66.81,66.59
P00055746,A002822,2024-06-15,2024-07-01,183.08,191.9
P00055747,A002822,2024-07-15,2024-07-13,194.69,199.0
P00055748,A002822,2024-08-15,2024-08-14,144.14,145.52
P00055749,A002822,2024-09-15,2024-09-15,153.01,156.69
P00055750,A002822,2024-10-15,2024-10-14,78.66,78.84
P00055751,A002822,2024-11-15,2024-11-15,150.49,153.08
P00055752,A002822,2024-12-15,2024-12-15,190.26,192.56
P00055753,A002822,2025-01-15,2025-01-11,180.86,182.83
P00055754,A002822,2025-02-15,2025-02-14,171.05,66.14
P00055755,A002822,2025-03-15,2025-03-13,150.61,156.45
P00055756,A002822,2025-04-15,2025-04-14,214.56,149.35
P00055757,A002822,2025-05-15,2025-05-15,145.55,144.61
P00055758,A002822,2025-06-15,2025-06-12,142.68,143.45
P00055759,A002822,2025-07-15,2025-07-11,176.51,184.16
P00055760,A002822,2025-08-15,2025-08-10,113.37,111.72
P00055761,A002822,2025-09-15,2025-09-15,59.84,59.86
P00055762,A002822,2025-10-15,2025-10-14,142.51,147.85
P00055763,A002822,2025-11-15,2025-11-14,205.64,214.97
P00055764,A002822,2025-12-15,2026-01-28,60.99,63.28
P00055765,A002823,2024-08-15,2024-08-13,50.0,51.47
P00055766,A002823,2024-09-15,2024-09-15,50.0,50.46
P00055767,A002823,2024-10-15,2024-10-11,50.0,49.51
P00055768,A002823,2024-11-15,2024-11-15,50.0,50.21
P00055769,A002823,2024-12-15,2024-12-15,50.0,50.35
P00055770,A002823,2025-01-15,2025-01-26,50.0,50.14
P00055771,A002823,2025-02-15,2025-02-12,50.0,50.86
P00055772,A002823,2025-03-15,2025-03-14,50.0,51.25
P00055773,A002823,2025-04-15,2025-04-15,50.0,51.67
P00055774,A002823,2025-05-15,2025-05-11,50.0,52.15
P00055775,A002823,2025-06-15,2025-06-15,50.0,24.73
P00055776,A002823,2025-07-15,2025-07-10,50.29,49.75
P00055777,A002823,2025-08-15,2025-08-15,50.0,49.56
P00055778,A002823,2025-09-15,2025-09-13,50.0,50.88
P00055779,A002823,2025-10-15,2025-10-10,50.0,51.95
P00055780,A002823,2025-11-15,2025-12-22,50.0,50.2
P00055781,A002823,2025-12-15,2025-12-15,50.0,52.14
P00055782,A002824,2024-03-15,2024-03-10,50.0,50.42
P00055783,A002824,2024-04-15,2024-04-10,50.0,52.21
P00055784,A002824,2024-05-15,2024-06-16,50.0,51.01
P00055785,A002824,2024-06-15,2024-06-15,86.28,87.69
P00055786,A002824,2024-07-15,2024-07-13,79.08,81.62
P00055787,A002824,2024-08-15,2024-08-11,74.48,73.66
P00055788,A002824,2024-09-15,2024-09-15,50.0,51.5
P00055789,A002824,2024-10-15,2024-10-15,61.5,61.02
P00055790,A002824,2024-11-15,2024-11-11,50.0,51.21
P00055791,A002824,2024-12-15,2024-12-10,50.0,51.62
P00055792,A002824,2025-01-15,2025-01-15,51.17,52.88
P00055793,A002824,2025-02-15,2025-02-14,50.0,25.41
P00055794,A002824,2025-03-15,2025-04-11,109.95,113.91
P00055795,A002824,2025-04-15,2025-04-15,97.02,98.88
P00055796,A002824,2025-05-15,2025-05-14,75.14,78.6
P00055797,A002824,2025-06-15,2025-06-12,95.16,95.72
P00055798,A002824,2025-07-15,2025-07-10,63.64,65.98
P00055799,A002824,2025-08-15,2025-08-14,50.0,50.44
P00055800,A002824,2025-09-15,2025-09-10,62.08,61.09
P00055801,A002824,2025-10-15,2025-10-25,50.0,42.99
P00055802,A002824,2025-11-15,2025-11-15,112.29,111.33
P00055803,A002824,2025-12-15,2025-12-11,50.86,50.23
P00055804,A002825,2024-01-15,2024-01-13,184.12,183.72
P00055805,A002825,2024-02-15,2024-03-12,80.94,83.15
P00055806,A002825,2024-03-15,2024-03-15,88.97,90.08
P00055807,A002825,2024-04-15,2024-04-10,80.08,81.9
P00055808,A002825,2024-05-15,2024-05-15,270.81,92.4
P00055809,A002825,2024-06-15,2024-06-11,149.11,149.14
P00055810,A002825,2024-07-15,2024-07-11,175.77,176.34
P00055811,A002825,2024-08-15,2024-08-15,83.54,82.3
P00055812,A002825,2024-09-15,2024-09-12,152.63,157.02
P00055813,A002825,2024-10-15,2024-10-10,100.49,103.68
P00055814,A002825,2024-11-15,2024-11-15,97.47,45.9
P00055815,A002825,2024-12-15,2024-12-12,211.39,217.3
P00055816,A002825,2025-01-15,2025-01-14,177.55,175.31
P00055817,A002825,2025-02-15,2025-02-10,133.45,140.02
P00055818,A002825,2025-03-15,2025-03-15,135.56,138.97
P00055819,A002825,2025-04-15,2025-04-13,212.24,212.44
P00055820,A002825,2025-05-15,2025-05-15,95.78,96.8
P00055821,A002825,2025-06-15,2025-06-11,261.76,262.88
P00055822,A002825,2025-07-15,2025-07-14,208.26,216.83
P00055823,A002825,2025-08-15,2025-08-12,152.19,155.61
P00055824,A002825,2025-09-15,2025-09-15,163.34,169.07
P00055825,A002825,2025-10-15,2025-10-11,125.44,129.38
P00055826,A002825,2025-11-15,2025-11-13,262.24,263.33
P00055827,A002825,2025-12-15,2025-12-15,269.02,263.92
P00055828,A002826,2024-01-15,2024-01-12,115.58,120.49
P00055829,A002826,2024-02-15,2024-02-12,72.09,74.63
P00055830,A002826,2024-03-15,2024-03-11,157.74,162.01
P00055831,A002826,2024-04-15,2024-04-15,99.19,98.31
P00055832,A002826,2024-05-15,2024-05-10,79.24,81.4
P00055833,A002826,2024-06-15,2024-06-13,56.87,56.67
P00055834,A002826,2024-07-15,2024-07-12,81.39,83.72
P00055835,A002826,2024-08-15,2024-08-13,107.64,108.22
P00055836,A002826,2024-09-15,2024-09-15,106.33,104.98
P00055837,A002826,2024-10-15,2024-10-12,69.78,71.29
P00055838,A002826,2024-11-15,2024-11-25,126.92,125.84
P00055839,A002826,2024-12-15,2024-12-12,75.65,76.11
P00055840,A002826,2025-01-15,2025-02-03,50.28,51.62
P00055841,A002826,2025-02-15,2025-02-12,184.16,189.04
P00055842,A002826,2025-03-15,2025-04-06,183.09,190.37
P00055843,A002826,2025-04-15,2025-05-10,159.35,165.04
P00055844,A002826,2025-05-15,2025-05-11,66.79,69.61
P00055845,A002826,2025-06-15,2025-06-11,109.67,111.98
P00055846,A002826,2025-07-15,2025-07-12,122.4,121.21
P00055847,A002826,2025-08-15,2025-08-13,195.7,198.53
P00055848,A002826,2025-09-15,2025-09-14,158.05,156.58
P00055849,A002826,2025-10-15,2025-10-11,170.99,169.31
P00055850,A002826,2025-11-15,2025-11-15,132.69,138.5
P00055851,A002826,2025-12-15,2025-12-15,69.91,69.6
P00055852,A002827,2025-01-15,2025-01-15,65.18,65.08
P00055853,A002827,2025-02-15,2025-02-11,142.43,142.25
P00055854,A002827,2025-03-15,2025-03-13,154.17,157.81
P00055855,A002827,2025-04-15,2025-04-11,114.12,118.58
P00055856,A002827,2025-05-15,2025-05-12,72.71,73.21
P00055857,A002827,2025-06-15,2025-06-14,104.38,103.91
P00055858,A002827,2025-07-15,2025-08-07,89.02,91.58
P00055859,A002827,2025-08-15,2025-08-14,131.81,137.34
P00055860,A002827,2025-09-15,2025-09-11,92.74,93.58
P00055861,A002827,2025-10-15,2025-10-11,110.13,31.01
P00055862,A002827,2025-11-15,2025-11-13,66.84,68.31
P00055863,A002827,2025-12-15,2025-12-11,165.64,171.96
P00055864,A002828,2024-01-15,2024-01-14,69.58,69.3
P00055865,A002828,2024-02-15,2024-02-14,95.32,93.63
P00055866,A002828,2024-03-15,2024-03-13,85.33,89.21
P00055867,A002828,2024-04-15,2024-04-14,79.05,82.09
P00055868,A002828,2024-05-15,2024-05-28,54.47,46.19
P00055869,A002828,2024-06-15,2024-06-13,91.95,92.93
P00055870,A002828,2024-07-15,2024-07-22,79.17,77.69
P00055871,A002828,2024-08-15,2024-08-12,89.34,90.1
P00055872,A002828,2024-09-15,2024-09-12,60.47,63.05
P00055873,A002828,2024-10-15,2024-10-15,77.47,78.26
P00055874,A002828,2024-11-15,2024-11-14,59.58,58.57
P00055875,A002828,2024-12-15,2024-12-12,50.0,52.23
P00055876,A002828,2025-01-15,2025-01-10,71.56,70.23
P00055877,A002828,2025-02-15,2025-03-21,51.47,52.47
P00055878,A002828,2025-03-15,2025-03-11,86.42,85.82
P00055879,A002828,2025-04-15,2025-04-10,50.0,50.62
P00055880,A002828,2025-05-15,2025-05-10,85.53,84.34
P00055881,A002828,2025-06-15,2025-07-28,63.2,64.32
P00055882,A002828,2025-07-15,2025-07-12,80.93,25.33
P00055883,A002828,2025-08-15,2025-08-11,70.74,72.91
P00055884,A002828,2025-09-15,2025-09-12,60.14,60.67
P00055885,A002828,2025-10-15,2025-10-14,81.49,83.18
P00055886,A002828,2025-11-15,2025-11-12,50.0,50.39
P00055887,A002828,2025-12-15,2025-12-12,88.75,88.75
P00055888,A002829,2024-03-15,2024-04-10,50.0,30.6
P00055889,A002829,2024-04-15,2024-04-13,50.0,50.55
P00055890,A002829,2024-05-15,2024-05-11,66.29,69.17
P00055891,A002829,2024-06-15,2024-06-13,50.0,49.15
P00055892,A002829,2024-07-15,2024-07-12,50.0,34.47
P00055893,A002829,2024-08-15,2024-08-12,50.0,51.89
P00055894,A002829,2024-09-15,2024-10-05,50.0,51.05
P00055895,A002829,2024-10-15,2024-10-11,55.33,56.0
P00055896,A002829,2024-11-15,2024-11-12,62.96,36.85
P00055897,A002829,2024-12-15,2024-12-11,64.24,63.42
P00055898,A002829,2025-01-15,2025-01-11,50.0,51.09
P00055899,A002829,2025-02-15,2025-02-14,67.74,70.02
P00055900,A002829,2025-03-15,2025-03-14,50.0,52.29
P00055901,A002829,2025-04-15,2025-04-30,50.0,51.03
P00055902,A002829,2025-05-15,2025-05-12,50.48,49.95
P00055903,A002829,2025-06-15,2025-06-11,52.33,53.77
P00055904,A002829,2025-07-15,2025-07-10,75.35,74.01
P00055905,A002829,2025-08-15,2025-08-13,71.69,72.3
P00055906,A002829,2025-09-15,2025-09-14,50.0,50.16
P00055907,A002829,2025-10-15,2025-11-03,52.98,53.39
P00055908,A002829,2025-11-15,2025-11-11,64.72,64.19
P00055909,A002829,2025-12-15,2025-12-15,70.08,70.86
P00055910,A002830,2025-01-15,2025-01-31,308.81,307.09
P00055911,A002830,2025-02-15,2025-02-14,284.63,290.29
P00055912,A002830,2025-03-15,2025-03-10,130.5,135.71
P00055913,A002830,2025-04-15,2025-04-13,417.6,193.21
P00055914,A002830,2025-05-15,2025-05-15,259.37,265.25
P00055915,A002830,2025-06-15,2025-06-10,289.72,289.68
P00055916,A002830,2025-07-15,2025-07-15,363.82,359.34
P00055917,A002830,2025-08-15,2025-08-10,358.66,370.41
P00055918,A002830,2025-09-15,2025-09-13,141.8,147.67
P00055919,A002830,2025-10-15,2025-10-15,158.52,165.01
P00055920,A002830,2025-11-15,2025-11-14,355.52,365.46
P00055921,A002830,2025-12-15,2025-12-11,195.4,201.05
P00055922,A002831,2024-03-15,2024-03-14,177.94,177.63
P00055923,A002831,2024-04-15,2024-05-12,303.55,301.23
P00055924,A002831,2024-05-15,2024-05-10,564.12,570.88
P00055925,A002831,2024-06-15,2024-06-11,391.82,404.2
P00055926,A002831,2024-07-15,2024-07-13,168.64,173.14
P00055927,A002831,2024-08-15,2024-08-15,387.35,399.38
P00055928,A002831,2024-09-15,2024-09-13,382.2,389.05
P00055929,A002831,2024-10-15,2024-10-15,422.39,418.16
P00055930,A002831,2024-11-15,2024-11-12,449.43,468.7
P00055931,A002831,2024-12-15,2024-12-18,365.02,380.87
P00055932,A002831,2025-01-15,2025-01-14,400.05,414.43
P00055933,A002831,2025-02-15,2025-02-10,416.7,428.14
P00055934,A002831,2025-03-15,2025-03-13,388.31,406.79
P00055935,A002831,2025-04-15,2025-04-10,432.26,428.21
P00055936,A002831,2025-05-15,2025-05-12,344.77,198.69
P00055937,A002831,2025-06-15,2025-06-10,306.64,316.45
P00055938,A002831,2025-07-15,2025-07-14,260.64,260.88
P00055939,A002831,2025-08-15,2025-08-14,319.2,326.91
P00055940,A002831,2025-09-15,2025-09-10,484.73,503.04
P00055941,A002831,2025-10-15,2025-10-15,433.42,437.03
P00055942,A002831,2025-11-15,2025-11-14,405.07,423.95
P00055943,A002831,2025-12-15,2025-12-15,221.79,229.03
P00055944,A002832,2024-12-15,2024-12-27,443.24,441.71
P00055945,A002832,2025-01-15,2025-01-15,258.7,256.92
P00055946,A002832,2025-02-15,2025-02-15,454.91,453.34
P00055947,A002832,2025-03-15,2025-03-16,168.51,166.81
P00055948,A002832,2025-04-15,2025-04-15,410.77,412.89
P00055949,A002832,2025-05-15,2025-05-12,605.91,601.3
P00055950,A002832,2025-06-15,2025-06-12,468.69,482.39
P00055951,A002832,2025-07-15,2025-07-14,623.48,503.87
P00055952,A002832,2025-08-15,2025-08-11,389.24,385.76
P00055953,A002832,2025-09-15,2025-09-14,326.3,327.47
P00055954,A002832,2025-10-15,2025-10-10,489.68,501.71
P00055955,A002832,2025-11-15,2025-11-15,530.64,541.68
P00055956,A002832,2025-12-15,2025-12-12,412.8,421.66
P00055957,A002833,2025-04-15,2025-04-13,489.66,495.87
P00055958,A002833,2025-05-15,2025-05-11,318.25,314.32
P00055959,A002833,2025-06-15,2025-06-15,593.13,589.57
P00055960,A002833,2025-07-15,2025-07-15,336.31,331.34
P00055961,A002833,2025-08-15,2025-08-13,523.42,539.24
P00055962,A002833,2025-09-15,2025-09-10,202.49,210.8
P00055963,A002833,2025-10-15,2025-10-18,507.51,531.08
P00055964,A002833,2025-11-15,2025-11-13,522.35,512.55
P00055965,A002833,2025-12-15,2025-12-19,254.61,249.74
P00055966,A002834,2024-01-15,2024-01-15,289.17,301.93
P00055967,A002834,2024-02-15,2024-02-15,155.23,123.71
P00055968,A002834,2024-03-15,2024-03-15,460.88,478.17
P00055969,A002834,2024-04-15,2024-04-10,461.29,108.78
P00055970,A002834,2024-05-15,2024-05-14,249.54,247.77
P00055971,A002834,2024-06-15,2024-06-19,376.01,392.99
P00055972,A002834,2024-07-15,2024-07-15,230.05,234.97
P00055973,A002834,2024-08-15,2024-08-14,171.89,179.39
P00055974,A002834,2024-09-15,2024-09-11,257.18,269.51
P00055975,A002834,2024-10-15,2024-10-13,281.49,291.04
P00055976,A002834,2024-11-15,2024-11-14,553.77,556.73
P00055977,A002834,2024-12-15,2024-12-14,521.98,515.78
P00055978,A002834,2025-01-15,2025-01-12,417.59,425.74
P00055979,A002834,2025-02-15,2025-02-23,541.36,541.31
P00055980,A002834,2025-03-15,2025-03-13,443.71,438.13
P00055981,A002834,2025-04-15,2025-04-10,316.65,319.82
P00055982,A002834,2025-05-15,2025-05-11,305.72,312.51
P00055983,A002834,2025-06-15,2025-06-15,253.84,263.05
P00055984,A002834,2025-07-15,2025-07-13,154.45,153.75
P00055985,A002834,2025-08-15,2025-08-15,208.1,205.48
P00055986,A002834,2025-09-15,2025-09-14,143.55,145.41
P00055987,A002834,2025-10-15,2025-10-12,353.91,364.3
P00055988,A002834,2025-11-15,2025-11-12,294.8,297.55
P00055989,A002834,2025-12-15,2025-12-13,428.6,431.24
P00055990,A002835,2024-02-15,2024-02-12,475.65,466.31
P00055991,A002835,2024-03-15,2024-03-14,419.63,435.45
P00055992,A002835,2024-04-15,2024-04-11,199.79,197.45
P00055993,A002835,2024-05-15,2024-05-14,279.62,292.38
P00055994,A002835,2024-06-15,2024-06-15,396.23,398.57
P00055995,A002835,2024-07-15,2024-07-12,178.56,175.58
P00055996,A002835,2024-08-15,2024-08-12,427.73,435.73
P00055997,A002835,2024-09-15,2024-09-28,257.54,257.48
P00055998,A002835,2024-10-15,2024-10-10,167.58,174.11
P00055999,A002835,2024-11-15,2024-12-04,374.29,369.96
P00056000,A002835,2024-12-15,2024-12-11,259.87,264.64
P00056001,A002835,2025-01-15,2025-01-15,481.97,502.23
P00056002,A002835,2025-02-15,2025-02-13,462.52,465.05
P00056003,A002835,2025-03-15,2025-03-15,458.89,450.56
P00056004,A002835,2025-04-15,2025-04-13,247.76,258.69
P00056005,A002835,2025-05-15,2025-05-11,466.94,463.49
P00056006,A002835,2025-06-15,2025-06-14,224.53,222.47
P00056007,A002835,2025-07-15,2025-07-15,380.72,382.25
P00056008,A002835,2025-08-15,2025-08-13,462.93,461.64
P00056009,A002835,2025-09-15,2025-10-20,421.62,429.74
P00056010,A002835,2025-10-15,2025-10-11,237.52,234.21
P00056011,A002835,2025-11-15,2025-11-12,404.67,409.54
P00056012,A002835,2025-12-15,2025-12-11,145.03,91.24
P00056013,A002836,2024-01-15,2024-01-12,98.2,100.86
P00056014,A002836,2024-02-15,2024-02-10,76.18,76.46
P00056015,A002836,2024-03-15,2024-03-14,77.02,77.84
P00056016,A002836,2024-04-15,2024-04-15,136.71,134.2
P00056017,A002836,2024-05-15,2024-05-12,57.82,57.32
P00056018,A002836,2024-06-15,2024-06-10,54.51,55.17
P00056019,A002836,2024-07-15,2024-07-13,152.05,150.83
P00056020,A002836,2024-08-15,2024-08-13,65.98,66.88
P00056021,A002836,2024-09-15,2024-09-15,149.84,148.55
P00056022,A002836,2024-10-15,2024-10-11,80.69,83.58
P00056023,A002836,2024-11-15,2024-11-10,150.39,157.39
P00056024,A002836,2024-12-15,2024-12-11,146.35,149.12
P00056025,A002836,2025-01-15,2025-01-14,53.61,18.45
P00056026,A002836,2025-02-15,2025-03-13,60.76,63.43
P00056027,A002836,2025-03-15,2025-03-10,114.51,117.88
P00056028,A002836,2025-04-15,2025-04-14,133.54,49.94
P00056029,A002836,2025-05-15,2025-05-12,138.38,138.85
P00056030,A002836,2025-06-15,2025-06-13,70.16,71.3
P00056031,A002836,2025-07-15,2025-07-12,126.72,127.96
P00056032,A002836,2025-08-15,2025-08-15,50.0,52.24
P00056033,A002836,2025-09-15,2025-09-10,137.92,61.76
P00056034,A002836,2025-10-15,2025-10-14,124.01,127.93
P00056035,A002836,2025-11-15,2025-11-10,65.12,65.58
P00056036,A002836,2025-12-15,2025-12-13,94.56,96.95
P00056037,A002837,2024-01-15,2024-01-15,267.89,277.61
P00056038,A002837,2024-02-15,2024-02-15,378.75,375.75
P00056039,A002837,2024-03-15,2024-03-12,158.75,161.02
P00056040,A002837,2024-04-15,2024-04-12,253.13,248.59
P00056041,A002837,2024-05-15,2024-05-13,165.01,166.7
P00056042,A002837,2024-06-15,2024-06-10,281.15,282.28
P00056043,A002837,2024-07-15,2024-07-15,213.65,210.03
P00056044,A002837,2024-08-15,2024-08-10,192.59,202.2
P00056045,A002837,2024-09-15,2024-09-10,392.1,407.45
P00056046,A002837,2024-10-15,2024-10-14,123.05,125.41
P00056047,A002837,2024-11-15,2024-11-13,113.15,114.79
P00056048,A002837,2024-12-15,2024-12-13,386.07,396.29
P00056049,A002837,2025-01-15,2025-01-10,199.06,200.88
P00056050,A002837,2025-02-15,2025-02-14,403.46,420.04
P00056051,A002837,2025-03-15,2025-03-11,208.77,211.56
P00056052,A002837,2025-04-15,2025-04-11,293.24,299.13
P00056053,A002837,2025-05-15,2025-05-10,350.95,359.03
P00056054,A002837,2025-06-15,2025-06-15,403.05,410.63
P00056055,A002837,2025-07-15,2025-07-13,113.9,113.26
P00056056,A002837,2025-08-15,2025-08-10,144.83,145.5
P00056057,A002837,2025-09-15,2025-09-12,376.35,388.6
P00056058,A002837,2025-10-15,2025-10-15,171.26,172.25
P00056059,A002837,2025-11-15,2025-11-28,368.28,375.47
P00056060,A002837,2025-12-15,2025-12-14,193.68,200.86
P00056061,A002838,2025-04-15,2025-05-25,343.93,353.42
P00056062,A002838,2025-05-15,2025-05-11,198.75,205.0
P00056063,A002838,2025-06-15,2025-06-12,219.63,222.8
P00056064,A002838,2025-07-15,2025-07-14,128.54,132.56
P00056065,A002838,2025-08-15,2025-09-17,133.9,137.92
P00056066,A002838,2025-09-15,2025-09-14,215.76,213.48
P00056067,A002838,2025-10-15,2025-10-12,133.3,137.86
P00056068,A002838,2025-11-15,2025-11-11,308.73,303.57
P00056069,A002838,2025-12-15,2025-12-12,317.14,321.88
P00056070,A002839,2024-01-15,2024-01-15,156.02,158.34
P00056071,A002839,2024-02-15,2024-02-13,180.66,178.12
P00056072,A002839,2024-03-15,2024-03-15,461.47,460.63
P00056073,A002839,2024-04-15,2024-04-10,448.68,442.28
P00056074,A002839,2024-05-15,2024-06-08,133.99,139.49
P00056075,A002839,2024-06-15,2024-06-10,237.5,153.48
P00056076,A002839,2024-07-15,2024-07-10,424.18,441.3
P00056077,A002839,2024-08-15,2024-08-10,156.34,155.7
P00056078,A002839,2024-09-15,2024-09-15,213.18,211.03
P00056079,A002839,2024-10-15,2024-10-12,342.49,343.79
P00056080,A002839,2024-11-15,2024-11-14,369.97,367.84
P00056081,A002839,2024-12-15,2024-12-10,375.07,391.11
P00056082,A002839,2025-01-15,2025-01-11,126.09,124.18
