account_id,customer_record_id,open_date,credit_limit,current_balance,product_type,status
A000979,C000475,2023-10-02,4157.31,1063.4,Fleet Card,Open
A000980,C000475,2024-04-28,4067.04,951.75,Fleet Card,Open
A000981,C000476,2024-04-06,3856.26,819.03,Revolving Credit,Open
A000982,C000476,2023-03-12,5091.02,2211.18,Commercial Card,Open
A000983,C000476,2024-02-07,2777.38,1279.57,Fleet Card,Open
A000984,C000476,2024-06-28,2938.98,1494.92,Revolving Credit,Open
A000985,C000477,2023-10-31,4236.35,1727.66,Revolving Credit,Closed
A000986,C000478,2023-07-22,11071.79,7702.42,Revolving Credit,Open
A000987,C000478,2024-11-12,6815.86,3333.89,Revolving Credit,Open
A000988,C000479,2023-06-23,27320.91,4018.89,Revolving Credit,Open
A000989,C000480,2024-05-04,23763.09,6113.08,Fleet Card,Open
A000990,C000481,2024-10-07,49882.51,31098.01,Fleet Card,Open
A000991,C000481,2023-09-19,44734.45,18551.03,Commercial Card,Open
A000992,C000482,2023-05-12,6984.47,1654.02,Commercial Card,Closed
A000993,C000482,2024-07-16,10000.84,2708.7,Fleet Card,Open
A000994,C000483,2024-06-22,43102.65,15198.29,Revolving Credit,Open
A000995,C000483,2024-10-28,16942.96,5179.37,Commercial Card,Open
A000996,C000483,2024-12-23,34746.13,13867.36,Fleet Card,Open
A000997,C000485,2023-11-05,9062.28,3303.41,Fleet Card,Open
A000998,C000485,2023-02-02,5740.09,4420.35,Commercial Card,Open
A000999,C000487,2023-10-19,10443.36,5859.16,Revolving Credit,Open
A001000,C000486,2024-07-03,24158.85,10618.79,Fleet Card,Open
A001001,C000488,2023-09-14,5820.61,2467.19,Fleet Card,Open
A001002,C000489,2023-11-19,68444.67,47638.96,Revolving Credit,Open
A001003,C000489,2024-04-16,76732.02,28346.49,Commercial Card,Open
A001004,C000490,2023-01-26,18136.61,10245.15,Commercial Card,Open
A001005,C000490,2023-06-02,20898.09,5975.41,Fleet Card,Closed
A001006,C000490,2025-02-04,17154.51,5270.39,Commercial Card,Open
A001007,C000491,2024-08-14,5351.52,1057.97,Fleet Card,Open
A001008,C000491,2023-01-08,2500.0,1223.64,Revolving Credit,Open
A001009,C000491,2023-11-03,2923.78,2075.6,Commercial Card,Open
A001010,C000491,2024-03-22,5652.35,4017.58,Fleet Card,Open
A001011,C000491,2023-07-21,2589.08,1279.35,Fleet Card,Open
A001012,C000492,2024-09-14,10114.71,1896.87,Commercial Card,Open
A001013,C000492,2024-04-23,5240.66,3249.89,Revolving Credit,Open
A001014,C000492,2024-11-07,4046.71,3050.54,Fleet Card,Open
A001015,C000492,2023-03-23,5832.23,1011.92,Fleet Card,Open
A001016,C000493,2023-12-02,12337.18,4611.86,Revolving Credit,Open
A001017,C000493,2024-04-12,11717.56,5201.68,Revolving Credit,Open
A001018,C000493,2023-06-06,12082.0,2527.82,Fleet Card,Open
A001019,C000494,2024-12-16,30301.68,11442.49,Fleet Card,Open
A001020,C000495,2023-09-19,14910.43,8647.17,Revolving Credit,Open
A001021,C000495,2024-11-13,16245.14,9678.35,Fleet Card,Open
A001022,C000495,2024-10-22,18499.83,7847.98,Commercial Card,Open
A001023,C000496,2024-07-29,6192.74,2473.56,Revolving Credit,Open
A001024,C000496,2023-12-03,11125.04,3118.25,Commercial Card,Open
A001025,C000496,2024-06-19,16599.24,5908.54,Commercial Card,Open
A001026,C000496,2023-02-28,10167.06,2561.52,Fleet Card,Open
A001027,C000497,2025-01-11,8840.83,6204.02,Fleet Card,Open
A001028,C000497,2024-08-17,9106.94,2314.8,Fleet Card,Open
A001029,C000499,2023-06-08,3037.01,1400.17,Fleet Card,Open
A001030,C000499,2024-05-16,4075.7,2048.42,Revolving Credit,Open
A001031,C000498,2024-07-14,4309.52,1295.39,Commercial Card,Open
A001032,C000500,2023-11-21,7170.34,3793.43,Commercial Card,Closed
A001033,C000501,2025-03-02,24495.11,6160.3,Fleet Card,Open
A001034,C000500,2023-12-29,20171.03,5315.12,Fleet Card,Open
A001035,C000503,2024-09-17,11321.44,6089.81,Commercial Card,Open
A001036,C000502,2023-02-06,26885.94,12919.86,Fleet Card,Open
A001037,C000502,2023-03-22,19747.68,13937.9,Commercial Card,Open
A001038,C000502,2023-08-09,13942.69,5268.18,Fleet Card,Open
A001039,C000504,2024-07-22,9338.83,5287.67,Fleet Card,Open
A001040,C000506,2023-05-17,4593.7,1934.4,Fleet Card,Open
A001041,C000506,2025-02-26,12359.97,6337.39,Commercial Card,Open
A001042,C000507,2023-05-02,6078.95,3988.4,Revolving Credit,Open
A001043,C000509,2025-01-27,2833.95,1470.77,Revolving Credit,Open
A001044,C000509,2023-09-12,7423.57,1332.2,Revolving Credit,Open
A001045,C000509,2025-03-13,2902.45,1154.31,Revolving Credit,Open
A001046,C000510,2023-09-29,7141.82,2027.61,Revolving Credit,Open
A001047,C000510,2024-06-25,6362.82,3890.0,Fleet Card,Closed
A001048,C000510,2024-06-02,6960.15,3650.7,Revolving Credit,Open
A001049,C000510,2023-02-24,6252.07,3373.36,Commercial Card,Open
A001050,C000511,2023-08-08,2500.0,580.44,Commercial Card,Open
A001051,C000511,2023-12-26,3035.57,1863.7,Fleet Card,Open
A001052,C000511,2025-01-01,2987.26,1651.6,Revolving Credit,Open
A001053,C000513,2024-03-23,5433.55,3023.56,Revolving Credit,Closed
A001054,C000514,2024-03-27,7650.47,4361.22,Fleet Card,Open
A001055,C000514,2023-03-10,3822.48,1105.73,Fleet Card,Open
A001056,C000515,2024-07-04,9057.4,3081.22,Revolving Credit,Open
A001057,C000515,2024-04-14,14930.47,8806.44,Revolving Credit,Open
A001058,C000515,2023-07-23,12953.64,5833.99,Revolving Credit,Open
A001059,C000515,2023-10-17,7073.84,3308.13,Fleet Card,Open
A001060,C000515,2023-04-21,10418.38,3628.99,Commercial Card,Open
A001061,C000516,2023-06-07,2502.27,1572.23,Commercial Card,Open
A001062,C000518,2023-07-22,15379.68,5219.08,Fleet Card,Open
A001063,C000517,2024-07-12,17126.62,7843.02,Fleet Card,Open
A001064,C000520,2023-07-27,24479.94,9849.93,Revolving Credit,Open
A001065,C000520,2023-05-29,5082.81,3494.84,Commercial Card,Open
A001066,C000521,2024-02-19,12074.09,8464.67,Commercial Card,Open
A001067,C000523,2023-12-06,2885.23,1389.07,Revolving Credit,Open
A001068,C000524,2023-07-14,16063.25,11432.34,Commercial Card,Open
A001069,C000524,2024-11-02,20016.33,7455.68,Revolving Credit,Open
A001070,C000524,2023-09-26,9229.74,4806.35,Revolving Credit,Open
A001071,C000524,2023-05-31,14863.83,12444.92,Fleet Card,Open
A001072,C000525,2024-06-10,4976.74,3180.46,Fleet Card,Open
A001073,C000526,2025-03-01,4357.73,2085.19,Fleet Card,Open
A001074,C000527,2023-04-05,7017.99,5609.54,Commercial Card,Open
A001075,C000527,2025-02-28,4900.89,2449.02,Revolving Credit,Open
A001076,C000528,2025-01-23,5176.29,1327.13,Revolving Credit,Open
A001077,C000530,2025-01-08,15870.68,9510.99,Fleet Card,Open
A001078,C000530,2023-10-12,18240.5,1300.88,Commercial Card,Open
A001079,C000530,2024-06-10,23657.52,9584.48,Revolving Credit,Open
A001080,C000532,2024-04-06,23090.79,10187.55,Fleet Card,Open
A001081,C000531,2023-02-12,6505.25,2455.2,Commercial Card,Open
A001082,C000532,2024-07-25,14877.32,4753.24,Revolving Credit,Open
A001083,C000532,2023-06-25,3212.78,986.34,Commercial Card,Open
A001084,C000534,2023-10-20,13971.1,5120.84,Fleet Card,Open
A001085,C000533,2024-02-29,10864.08,2807.15,Fleet Card,Open
A001086,C000535,2023-07-22,12756.64,7541.96,Fleet Card,Open
A001087,C000535,2023-10-22,5943.45,1227.92,Fleet Card,Open
A001088,C000535,2024-07-23,8471.79,2084.22,Fleet Card,Open
A001089,C000536,2024-03-31,21586.6,9864.6,Commercial Card,Open
A001090,C000536,2024-02-19,27568.69,6630.16,Fleet Card,Open
A001091,C000536,2023-01-16,50519.72,11192.16,Fleet Card,Open
A001092,C000536,2024-07-02,21741.2,5233.5,Fleet Card,Open
A001093,C000536,2023-02-08,55812.4,31494.0,Revolving Credit,Open
A001094,C000537,2024-07-18,17771.24,4416.02,Fleet Card,Open
A001095,C000537,2023-05-16,23343.94,13722.96,Fleet Card,Open
A001096,C000539,2024-12-16,4094.1,2875.07,Commercial Card,Open
A001097,C000538,2024-09-14,2759.27,1483.7,Commercial Card,Open
A001098,C000541,2024-03-10,31275.48,10330.87,Commercial Card,Open
A001099,C000541,2024-12-02,12899.96,5129.46,Revolving Credit,Open
A001100,C000541,2024-01-06,9534.82,4844.84,Fleet Card,Open
A001101,C000542,2023-08-02,29183.52,7638.03,Revolving Credit,Open
A001102,C000542,2024-09-20,32531.01,10376.21,Fleet Card,Open
A001103,C000542,2023-03-22,36275.56,6619.79,Commercial Card,Open
A001104,C000542,2024-04-30,16582.45,6858.2,Revolving Credit,Open
A001105,C000542,2023-08-26,35154.06,8311.26,Revolving Credit,Open
A001106,C000543,2024-06-21,5142.17,1249.29,Revolving Credit,Open
A001107,C000544,2024-07-27,5508.51,1996.49,Fleet Card,Open
A001108,C000544,2023-05-19,6935.56,4743.67,Revolving Credit,Open
A001109,C000545,2023-01-25,27580.4,19126.81,Revolving Credit,Open
A001110,C000545,2023-07-16,20134.22,3797.46,Revolving Credit,Open
A001111,C000545,2023-04-13,21147.79,8006.33,Commercial Card,Open
A001112,C000545,2024-08-29,10602.83,4868.26,Fleet Card,Open
A001113,C000546,2024-08-22,10127.53,4087.8,Commercial Card,Closed
A001114,C000547,2023-04-30,19087.29,8141.83,Revolving Credit,Open
A001115,C000547,2025-01-31,18175.51,11666.91,Revolving Credit,Open
A001116,C000548,2024-11-04,25484.31,9560.65,Revolving Credit,Open
A001117,C000548,2025-02-16,12450.69,5471.35,Revolving Credit,Open
A001118,C000548,2024-04-13,30783.13,12838.7,Commercial Card,Open
A001119,C000548,2023-11-19,18177.81,14830.37,Commercial Card,Open
A001120,C000548,2024-04-11,15095.45,6986.3,Commercial Card,Open
A001121,C000549,2024-11-20,7149.18,1213.82,Revolving Credit,Open
A001122,C000549,2025-03-04,15989.84,3430.78,Fleet Card,Open
A001123,C000550,2024-09-22,16647.16,3874.86,Commercial Card,Open
A001124,C000552,2024-08-24,7071.12,1923.82,Fleet Card,Open
A001125,C000551,2025-01-18,16189.16,7810.05,Revolving Credit,Open
A001126,C000553,2024-12-18,8953.82,4584.49,Revolving Credit,Open
A001127,C000553,2023-09-15,6346.75,2723.61,Fleet Card,Open
A001128,C000554,2023-02-18,5345.57,1788.88,Fleet Card,Open
A001129,C000555,2023-02-08,13656.22,8203.09,Fleet Card,Open
A001130,C000555,2023-08-05,11715.72,6014.06,Fleet Card,Open
A001131,C000555,2023-03-02,12535.6,3060.68,Revolving Credit,Open
A001132,C000555,2023-08-21,4211.23,1730.54,Revolving Credit,Open
A001133,C000555,2023-09-12,8420.04,4540.19,Commercial Card,Open
A001134,C000556,2023-01-13,38146.72,18378.85,Revolving Credit,Open
A001135,C000557,2024-01-18,87240.14,17282.21,Revolving Credit,Open
A001136,C000557,2023-03-06,11283.7,4632.23,Commercial Card,Open
A001137,C000556,2024-08-17,24599.93,7360.42,Revolving Credit,Open
A001138,C000556,2023-08-23,32694.64,9092.31,Commercial Card,Open
A001139,C000558,2024-03-03,6380.6,,Commercial Card,Open
A001140,C000558,2023-01-13,2500.0,1744.16,Fleet Card,Open
A001141,C000558,2025-02-05,2502.51,1602.44,Fleet Card,Open
A001142,C000559,2023-10-20,32251.47,11781.68,Commercial Card,Open
A001143,C000559,2024-10-06,33953.76,19120.35,Commercial Card,Open
A001144,C000559,2024-11-24,17157.25,11171.02,Commercial Card,Open
A001145,C000560,2023-09-27,14236.17,2299.59,Revolving Credit,Open
A001146,C000561,2023-12-31,6554.15,2368.94,Fleet Card,Open
A001147,C000560,2024-10-02,15942.26,4615.81,Revolving Credit,Open
A001148,C000561,2024-05-12,7984.12,4661.15,Revolving Credit,Open
A001149,C000562,2023-07-05,12213.64,4669.84,Revolving Credit,Closed
A001150,C000562,2024-06-27,16785.76,8700.44,Commercial Card,Open
A001151,C000562,2023-03-26,13709.84,3946.66,Fleet Card,Open
A001152,C000563,2023-06-13,14953.92,4712.04,Commercial Card,Open
A001153,C000563,2024-07-09,15191.01,6804.31,Fleet Card,Open
A001154,C000564,2023-04-15,9452.76,2967.19,Fleet Card,Open
A001155,C000564,2024-01-19,10526.52,7047.92,Revolving Credit,Open
A001156,C000564,2025-02-27,32742.31,10009.77,Commercial Card,Open
A001157,C000565,2024-08-02,16048.62,8999.45,Revolving Credit,Closed
A001158,C000565,2023-09-24,47695.2,13785.59,Fleet Card,Open
A001159,C000567,2023-07-14,77577.03,26891.18,Fleet Card,Open
A001160,C000567,2023-11-07,46424.63,14890.08,Commercial Card,Open
A001161,C000567,2024-07-17,43266.6,23047.74,Commercial Card,Open
A001162,C000568,2024-12-24,9631.55,3142.6,Fleet Card,Open
A001163,C000568,2023-11-18,13002.19,6665.85,Commercial Card,Open
A001164,C000568,2024-02-18,12970.13,2497.18,Commercial Card,Open
A001165,C000568,2024-11-07,10119.46,5834.69,Fleet Card,Open
A001166,C000569,2023-04-26,2937.29,1188.7,Fleet Card,Open
A001167,C000569,2023-12-29,3813.21,1931.78,Fleet Card,Open
A001168,C000570,2023-11-02,45481.2,13141.66,Fleet Card,Open
A001169,C000570,2024-11-11,47506.85,15094.34,Fleet Card,Open
A001170,C000571,2024-01-17,12043.37,8261.87,Fleet Card,Open
A001171,C000571,2023-08-02,5764.49,3603.93,Commercial Card,Closed
A001172,C000572,2023-05-13,5854.04,,Fleet Card,Open
A001173,C000573,2024-06-14,57782.0,,Revolving Credit,Open
A001174,C000573,2023-05-27,39518.76,13780.1,Fleet Card,Open
A001175,C000574,2023-11-11,36251.82,17711.23,Commercial Card,Open
A001176,C000574,2023-07-06,20068.92,13752.43,Revolving Credit,Open
A001177,C000575,2024-05-16,2500.0,838.32,Fleet Card,Open
A001178,C000575,2024-08-29,4426.7,3042.62,Commercial Card,Open
A001179,C000575,2023-12-14,3133.12,1597.46,Revolving Credit,Open
A001180,C000575,2025-02-08,2546.47,1524.67,Commercial Card,Open
A001181,C000575,2025-01-27,3259.52,1513.4,Revolving Credit,Open
A001182,C000576,2024-01-23,18231.95,11413.17,Fleet Card,Open
A001183,C000576,2023-11-24,12817.95,5666.21,Revolving Credit,Closed
A001184,C000577,2024-09-25,14395.81,6897.21,Commercial Card,Open
A001185,C000577,2023-09-03,4112.45,1779.24,Fleet Card,Open
A001186,C000579,2023-08-11,49661.44,25467.84,Revolving Credit,Closed
A001187,C000579,2024-11-18,9063.59,4193.66,Commercial Card,Open
A001188,C000581,2023-04-17,13180.41,1540.52,Revolving Credit,Open
A001189,C000580,2024-02-25,6452.79,1277.04,Revolving Credit,Open
A001190,C000582,2025-02-17,3868.6,1418.99,Fleet Card,Open
A001191,C000582,2025-01-25,4490.86,2489.5,Fleet Card,Open
A001192,C000582,2023-11-24,9272.61,1729.12,Fleet Card,Open
A001193,C000582,2024-02-14,3345.85,,Fleet Card,Open
A001194,C000583,2024-05-13,10018.7,1856.4,Commercial Card,Open
A001195,C000583,2024-07-23,12250.3,5751.6,Revolving Credit,Open
A001196,C000583,2023-09-04,9087.76,7689.71,Commercial Card,Open
A001197,C000583,2024-07-27,5865.44,3699.11,Fleet Card,Open
A001198,C000584,2024-02-09,102509.12,38707.72,Fleet Card,Open
A001199,C000584,2024-03-24,33099.6,19469.17,Revolving Credit,Open
A001200,C000584,2024-11-18,122612.14,59070.92,Commercial Card,Open
A001201,C000584,2025-02-01,77748.88,35422.61,Commercial Card,Open
A001202,C000585,2023-11-14,9788.79,4840.34,Fleet Card,Open
A001203,C000586,2024-11-29,8275.71,3464.95,Commercial Card,Open
A001204,C000586,2024-03-09,7051.13,5072.16,Fleet Card,Open
A001205,C000586,2023-12-08,8709.8,4798.73,Fleet Card,Open
A001206,C000587,2023-10-26,8541.48,2688.56,Commercial Card,Open
A001207,C000587,2023-12-14,16487.17,5314.36,Revolving Credit,Open
A001208,C000588,2024-12-11,9405.91,3633.17,Fleet Card,Open
A001209,C000588,2023-10-16,2940.72,1728.23,Fleet Card,Open
A001210,C000588,2023-05-26,4325.67,2159.26,Revolving Credit,Open
A001211,C000588,2023-11-06,10799.31,7162.69,Fleet Card,Open
A001212,C000588,2024-02-04,4891.56,3323.52,Commercial Card,Open
A001213,C000589,2023-04-27,53026.14,30616.48,Revolving Credit,Open
A001214,C000589,2024-02-19,34683.57,6870.38,Fleet Card,Open
A001215,C000589,2024-03-06,57143.0,21282.62,Commercial Card,Open
A001216,C000589,2024-04-07,46428.19,38848.5,Revolving Credit,Open
A001217,C000590,2024-07-13,46623.51,12920.24,Revolving Credit,Open
A001218,C000590,2025-02-15,56856.56,28543.78,Revolving Credit,Open
A001219,C000591,2023-06-12,52763.92,20136.4,Commercial Card,Open
A001220,C000591,2024-08-30,56509.29,8356.28,Fleet Card,Open
A001221,C000592,2023-09-14,2500.0,1024.0,Revolving Credit,Open
A001222,C000592,2024-05-26,6676.69,2653.64,Revolving Credit,Open
A001223,C000592,2023-11-01,4838.5,1694.81,Commercial Card,Open
A001224,C000593,2023-09-25,18554.24,6530.64,Commercial Card,Open
A001225,C000594,2023-12-29,17575.68,5935.43,Fleet Card,Open
A001226,C000594,2023-08-01,15696.61,5027.36,Fleet Card,Open
A001227,C000596,2024-11-12,103844.97,24837.84,Fleet Card,Open
A001228,C000596,2023-03-09,56283.09,13771.25,Commercial Card,Open
A001229,C000597,2023-06-28,4787.4,1671.32,Fleet Card,Open
A001230,C000597,2023-07-20,9350.8,3580.6,Commercial Card,Open
A001231,C000597,2023-03-25,7852.82,4167.25,Commercial Card,Closed
A001232,C000597,2023-05-01,3040.29,1546.27,Revolving Credit,Open
A001233,C000599,2023-05-07,3065.25,1488.11,Commercial Card,Open
A001234,C000598,2025-01-10,2720.56,882.53,Fleet Card,Open
A001235,C000600,2023-08-26,22142.02,17409.59,Revolving Credit,Open
A001236,C000602,2023-02-19,8550.58,3780.39,Commercial Card,Open
A001237,C000603,2024-02-19,27561.53,17918.85,Commercial Card,Open
A001238,C000603,2024-04-27,12151.15,1862.05,Fleet Card,Open
A001239,C000604,2024-05-28,16065.71,2094.38,Revolving Credit,Closed
A001240,C000604,2024-12-11,11822.01,3982.79,Commercial Card,Open
A001241,C000605,2024-10-07,11479.01,2189.04,Revolving Credit,Closed
A001242,C000605,2023-07-10,34422.54,21545.98,Revolving Credit,Open
A001243,C000605,2023-03-18,18612.1,8556.9,Commercial Card,Open
A001244,C000606,2024-11-13,2500.0,909.51,Revolving Credit,Open
A001245,C000606,2023-05-07,3984.03,1696.69,Commercial Card,Open
A001246,C000606,2024-08-02,5776.4,2730.73,Commercial Card,Open
A001247,C000608,2023-04-13,4838.18,1626.61,Revolving Credit,Open
A001248,C000609,2023-09-24,9736.39,4243.85,Fleet Card,Open
A001249,C000611,2023-01-20,4515.55,2187.66,Commercial Card,Open
A001250,C000611,2023-12-14,3092.79,1624.83,Revolving Credit,Open
A001251,C000611,2023-03-08,3085.92,2142.61,Revolving Credit,Open
A001252,C000613,2024-08-14,13361.19,4522.25,Fleet Card,Open
A001253,C000613,2024-07-06,12283.63,5736.52,Commercial Card,Open
A001254,C000613,2023-01-25,8907.86,1573.82,Fleet Card,Open
A001255,C000614,2025-02-03,14416.46,2723.39,Commercial Card,Open
A001256,C000614,2024-02-27,10175.07,5242.44,Commercial Card,Open
A001257,C000614,2023-06-17,9478.38,2106.89,Commercial Card,Closed
A001258,C000615,2025-02-08,8995.59,3753.33,Fleet Card,Open
A001259,C000615,2025-02-04,6567.81,3247.31,Fleet Card,Open
A001260,C000616,2024-06-03,51259.14,16849.25,Commercial Card,Open
A001261,C000616,2023-01-23,21925.8,4534.97,Fleet Card,Open
A001262,C000616,2023-08-12,62072.84,18201.34,Revolving Credit,Open
A001263,C000617,2024-03-16,7483.83,1236.48,Revolving Credit,Open
A001264,C000617,2024-10-05,2500.0,861.7,Fleet Card,Open
A001265,C000617,2024-02-05,5259.39,2860.59,Commercial Card,Open
A001266,C000618,2024-05-03,35707.43,16349.39,Revolving Credit,Open
A001267,C000618,2024-05-07,23369.46,6272.54,Fleet Card,Open
A001268,C000618,2025-02-27,32929.76,2712.83,Commercial Card,Open
A001269,C000618,2023-02-13,31074.85,5716.18,Fleet Card,Open
A001270,C000620,2023-04-18,25803.57,5701.07,Commercial Card,Open
A001271,C000619,2023-06-06,19588.1,10224.86,Revolving Credit,Open
A001272,C000621,2023-02-23,14474.93,9100.11,Commercial Card,Closed
A001273,C000621,2024-07-20,6027.56,1490.39,Revolving Credit,Open
A001274,C000621,2023-03-02,7169.14,3646.36,Commercial Card,Open
A001275,C000623,2024-11-25,5639.22,2173.29,Commercial Card,Open
A001276,C000623,2024-10-17,5329.83,1338.64,Commercial Card,Open
A001277,C000623,2024-11-19,2500.0,1211.97,Fleet Card,Open
A001278,C000624,2024-08-09,4455.41,,Fleet Card,Open
A001279,C000624,2025-01-05,16646.36,1783.04,Commercial Card,Open
A001280,C000626,2024-10-10,9332.38,4068.02,Revolving Credit,Open
A001281,C000625,2023-04-21,2955.66,569.68,Revolving Credit,Open
A001282,C000627,2023-01-13,16149.13,4516.37,Revolving Credit,Open
A001283,C000627,2024-08-18,13079.22,7223.46,Commercial Card,Open
A001284,C000629,2023-02-17,14469.05,7254.26,Fleet Card,Open
A001285,C000629,2024-08-31,18260.25,10622.42,Fleet Card,Open
A001286,C000630,2024-07-02,2500.0,773.66,Revolving Credit,Open
A001287,C000630,2024-08-08,4334.94,1921.24,Revolving Credit,Open
A001288,C000630,2024-09-20,5588.68,2410.19,Fleet Card,Open
A001289,C000630,2024-10-27,6219.8,1035.28,Revolving Credit,Open
A001290,C000631,2024-01-23,54657.68,15722.93,Commercial Card,Open
A001291,C000631,2024-08-13,31569.3,10367.42,Revolving Credit,Open
A001292,C000632,2024-11-28,5575.88,2547.41,Revolving Credit,Open
A001293,C000632,2023-07-28,30902.86,20509.54,Commercial Card,Open
A001294,C000633,2024-03-24,38586.28,9714.87,Revolving Credit,Open
A001295,C000633,2025-02-10,43388.34,18329.9,Fleet Card,Open
A001296,C000633,2023-07-21,48508.12,25735.66,Fleet Card,Open
A001297,C000633,2024-04-06,51680.68,21432.75,Revolving Credit,Open
A001298,C000634,2023-08-02,8970.99,2283.91,Commercial Card,Open
A001299,C000634,2024-09-11,3567.12,440.98,Fleet Card,Open
A001300,C000634,2023-11-01,4022.98,346.95,Commercial Card,Open
A001301,C000634,2023-09-10,2500.0,1156.39,Revolving Credit,Open
A001302,C000635,2024-06-07,7221.5,3336.75,Revolving Credit,Open
A001303,C000635,2023-04-16,2764.19,1252.11,Fleet Card,Open
A001304,C000635,2024-05-09,7755.39,3692.26,Commercial Card,Open
A001305,C000635,2023-04-22,9694.1,5747.03,Commercial Card,Open
A001306,C000636,2024-09-30,9541.26,2559.19,Commercial Card,Open
A001307,C000637,2024-03-02,27350.91,13510.57,Revolving Credit,Open
A001308,C000637,2023-11-04,12444.91,4165.42,Fleet Card,Open
A001309,C000638,2023-03-08,17271.9,10390.38,Commercial Card,Open
A001310,C000638,2024-06-17,10642.77,1908.04,Revolving Credit,Open
A001311,C000639,2023-02-17,8935.02,4951.19,Commercial Card,Open
A001312,C000640,2025-02-02,29679.17,17848.51,Commercial Card,Open
A001313,C000640,2023-04-21,27133.47,4657.53,Fleet Card,Open
A001314,C000640,2023-10-05,21406.05,8706.15,Fleet Card,Open
A001315,C000640,2025-02-13,19465.59,6208.02,Revolving Credit,Open
A001316,C000642,2023-02-14,26540.53,20229.91,Commercial Card,Open
A001317,C000642,2023-06-10,30520.54,8184.54,Fleet Card,Open
A001318,C000642,2023-04-18,11060.82,3628.99,Commercial Card,Open
A001319,C000643,2024-05-14,3749.98,2134.57,Fleet Card,Open
A001320,C000643,2024-04-24,4125.34,1174.64,Revolving Credit,Open
A001321,C000644,2024-07-15,9531.28,4332.19,Commercial Card,Open
A001322,C000644,2024-09-15,13906.58,6033.67,Commercial Card,Open
A001323,C000644,2023-08-06,22705.31,6335.78,Revolving Credit,Open
A001324,C000644,2024-01-28,5755.64,3658.28,Revolving Credit,Closed
A001325,C000646,2023-11-10,26489.32,14885.55,Fleet Card,Open
A001326,C000647,2024-02-16,2500.0,1252.25,Revolving Credit,Open
A001327,C000647,2024-02-09,6223.43,3533.38,Fleet Card,Open
A001328,C000647,2023-03-19,3514.32,1789.83,Fleet Card,Open
A001329,C000647,2024-02-17,4560.54,1975.19,Commercial Card,Open
A001330,C000647,2023-07-07,2617.6,1199.28,Fleet Card,Open
A001331,C000648,2024-12-13,11877.32,3735.79,Revolving Credit,Open
A001332,C000648,2024-06-27,13695.85,10536.88,Fleet Card,Open
A001333,C000650,2023-12-14,27187.06,12489.08,Fleet Card,Open
A001334,C000649,2024-12-24,10548.64,3351.15,Fleet Card,Open
A001335,C000650,2024-08-17,14483.08,5288.0,Fleet Card,Open
A001336,C000649,2024-12-28,11783.71,3649.07,Commercial Card,Open
A001337,C000649,2025-03-06,14524.48,4717.08,Commercial Card,Open
A001338,C000651,2024-09-17,2962.43,940.37,Revolving Credit,Open
A001339,C000651,2024-05-15,15569.9,6001.68,Commercial Card,Open
A001340,C000651,2023-10-02,10709.08,3497.9,Commercial Card,Open
A001341,C000652,2023-06-27,25650.68,5506.21,Revolving Credit,Open
A001342,C000653,2024-04-29,2541.87,753.43,Fleet Card,Open
A001343,C000653,2023-04-25,4695.01,3539.25,Fleet Card,Open
A001344,C000653,2023-03-12,4409.56,2318.46,Fleet Card,Open
A001345,C000654,2025-03-07,7333.42,4626.37,Commercial Card,Open
A001346,C000654,2024-08-15,7232.95,2311.5,Revolving Credit,Open
A001347,C000654,2023-06-05,3592.01,1529.21,Revolving Credit,Open
A001348,C000654,2024-05-04,7828.36,1617.76,Revolving Credit,Open
A001349,C000656,2023-12-14,13242.82,5825.26,Revolving Credit,Open
A001350,C000656,2025-01-06,20055.36,8706.42,Revolving Credit,Open
A001351,C000655,2025-03-10,25172.27,,Commercial Card,Open
A001352,C000657,2023-05-02,2729.11,858.91,Commercial Card,Open
A001353,C000658,2023-06-14,5010.64,1159.89,Revolving Credit,Open
A001354,C000659,2024-08-24,11748.27,3990.65,Revolving Credit,Open
A001355,C000659,2023-08-18,12633.1,6816.08,Fleet Card,Open
A001356,C000660,2025-03-19,3343.19,1156.08,Fleet Card,Open
A001357,C000660,2023-06-10,6608.99,4568.5,Fleet Card,Open
A001358,C000660,2024-09-15,2500.0,1706.52,Fleet Card,Open
A001359,C000660,2023-07-09,3082.16,2339.96,Commercial Card,Open
A001360,C000662,2024-09-13,11368.5,2997.44,Fleet Card,Open
A001361,C000662,2023-02-06,6506.76,3861.77,Revolving Credit,Open
A001362,C000661,2024-07-06,4772.97,3099.03,Revolving Credit,Open
A001363,C000662,2023-04-18,3320.22,2189.55,Revolving Credit,Open
A001364,C000664,2024-05-22,9013.67,3597.66,Fleet Card,Open
A001365,C000663,2023-12-13,8496.45,4891.22,Fleet Card,Open
A001366,C000663,2023-05-10,6648.45,2378.56,Commercial Card,Open
A001367,C000664,2023-07-13,2703.18,827.1,Revolving Credit,Open
A001368,C000665,2023-09-13,24193.92,10370.15,Revolving Credit,Open
A001369,C000665,2023-12-07,48545.98,4374.33,Revolving Credit,Open
A001370,C000665,2023-08-09,38503.72,12005.0,Fleet Card,Open
A001371,C000666,2024-12-14,11846.67,5445.22,Revolving Credit,Open
A001372,C000667,2023-07-30,14026.42,7470.5,Commercial Card,Open
A001373,C000667,2025-01-02,21343.74,12818.92,Commercial Card,Open
