transaction_id,account_id,transaction_timestamp,amount,merchant_id,merchant_category,country
T000066960,A002484,2025-04-20 07:26:00,96.21,M00181,Office,US
T000066961,A002484,2025-08-13 21:29:00,44.63,M00335,Restaurant,US
T000066962,A002484,2025-10-09 08:10:00,32.33,M00575,Parts,US
T000066963,A002484,2025-05-03 05:03:00,39.33,M00748,Lodging,US
T000066964,A002484,2025-07-18 16:21:00,59.74,M00914,Tolls,MX
T000066965,A002484,2025-07-28 11:32:00,76.42,M00812,Other,US
T000066966,A002484,2025-02-09 14:39:00,346.73,M01049,Restaurant,US
T000066967,A002484,2025-06-18 16:50:00,160.9,M00539,Restaurant,US
T000066968,A002484,2025-11-18 21:14:00,71.42,M00812,Office,US
T000066969,A002484,2025-05-30 09:51:00,77.04,M00217,Maintenance,US
T000066970,A002484,2025-11-07 01:19:00,207.03,M01120,Lodging,US
T000066971,A002484,2025-02-22 11:38:00,50.81,M00967,Office,CA
T000066972,A002484,2025-02-05 14:45:00,525.21,M00659,Maintenance,US
T000066973,A002484,2025-03-03 20:22:00,123.35,M01065,Tolls,US
T000066974,A002485,2025-03-25 17:40:00,69.08,M00751,Office,US
T000066975,A002485,2025-03-07 00:05:00,86.87,M00327,Retail,US
T000066976,A002485,2025-07-27 21:09:00,162.52,M00956,Other,US
T000066977,A002485,2025-05-02 21:32:00,27.83,M00270,Retail,US
T000066978,A002485,2025-10-04 03:09:00,184.08,M00131,Lodging,US
T000066979,A002485,2025-09-23 02:50:00,202.48,M01149,Parts,US
T000066980,A002485,2025-04-06 14:45:00,40.56,M00775,Maintenance,US
T000066981,A002485,2025-06-22 17:42:00,186.51,M00406,Office,US
T000066982,A002485,2025-11-21 06:52:00,256.52,M00749,Parts,US
T000066983,A002485,2025-04-06 12:00:00,50.89,M00815,Parts,US
T000066984,A002485,2025-11-19 07:14:00,218.54,M00686,Other,US
T000066985,A002485,2025-06-13 03:27:00,49.81,M00650,Maintenance,US
T000066986,A002485,2025-05-28 20:57:00,102.66,M01127,Fuel,US
T000066987,A002485,2025-01-17 11:12:00,77.83,M00861,Office,MX
T000066988,A002485,2025-05-03 10:28:00,59.18,M00775,Fuel,US
T000066989,A002485,2025-10-01 11:39:00,73.24,M01046,Maintenance,US
T000066990,A002485,2025-11-20 04:23:00,161.86,M00573,Parts,CA
T000066991,A002485,2025-06-13 10:12:00,120.79,M00521,Parts,US
T000066992,A002485,2025-08-28 02:41:00,293.67,M00400,Parts,US
T000066993,A002485,2025-05-20 20:26:00,41.49,M01142,Office,US
T000066994,A002485,2025-08-30 03:14:00,158.41,M00655,Fuel,MX
T000066995,A002485,2025-10-23 03:35:00,51.05,M00973,Lodging,US
T000066996,A002485,2025-12-04 13:26:00,340.28,M00278,Maintenance,MX
T000066997,A002485,2025-12-30 04:02:00,19.5,M00524,Lodging,US
T000066998,A002485,2025-04-03 22:35:00,31.75,M00089,Fuel,US
T000066999,A002485,2025-07-13 04:10:00,25.96,M00189,Restaurant,US
T000067000,A002485,2025-06-04 06:06:00,93.17,M01151,Lodging,MX
T000067001,A002485,2025-09-05 05:43:00,909.71,M00431,Office,US
T000067002,A002486,2025-11-29 18:53:00,134.32,M00523,,US
T000067003,A002486,2025-06-12 09:58:00,280.43,M00493,Parts,US
T000067004,A002486,2025-09-07 21:47:00,66.24,M00598,Retail,CA
T000067005,A002486,2025-07-02 13:20:00,104.31,M00330,Tolls,CA
T000067006,A002486,2025-01-19 23:52:00,180.21,M00270,Tolls,US
T000067007,A002486,2025-08-19 15:50:00,97.73,M00690,Restaurant,US
T000067008,A002486,2025-07-06 07:34:00,39.47,M01077,Parts,US
T000067009,A002486,2025-07-14 08:04:00,69.29,M00430,Restaurant,US
T000067010,A002486,2025-04-13 21:41:00,73.78,M00431,Lodging,US
T000067011,A002486,2025-01-23 20:17:00,797.02,M00054,Maintenance,US
T000067012,A002486,2025-01-14 19:55:00,38.17,M00369,Maintenance,US
T000067013,A002486,2025-11-12 06:05:00,140.57,M00663,Office,US
T000067014,A002486,2025-06-28 10:48:00,157.2,M00408,Lodging,US
T000067015,A002486,2025-09-06 17:20:00,32.34,M01097,Tolls,US
T000067016,A002486,2025-12-26 00:31:00,162.11,M00483,Fuel,US
T000067017,A002486,2025-12-26 21:25:00,531.52,M00424,Fuel,US
T000067018,A002486,2025-05-15 08:33:00,51.56,M00673,Tolls,US
T000067019,A002486,2025-06-27 03:09:00,26.19,M00398,Lodging,MX
T000067020,A002486,2025-09-07 18:55:00,93.05,M00350,,MX
T000067021,A002486,2025-11-19 07:49:00,96.88,M01088,Lodging,US
T000067022,A002486,2025-01-16 14:12:00,312.79,M00992,Maintenance,MX
T000067023,A002486,2025-05-26 00:52:00,75.07,M00180,Other,US
T000067024,A002486,2025-03-06 23:39:00,403.18,M00736,Parts,US
T000067025,A002486,2025-12-07 12:34:00,300.37,M00841,Maintenance,US
T000067026,A002487,2025-11-14 04:05:00,57.9,M00494,Office,CA
T000067027,A002487,2025-05-22 16:25:00,-132.58,M01149,Fuel,CA
T000067028,A002487,2025-10-09 01:36:00,158.59,M00788,Other,CA
T000067029,A002487,2025-12-09 11:55:00,31.55,M01055,Other,US
T000067030,A002487,2025-08-09 00:52:00,54.48,M00388,Restaurant,US
T000067031,A002487,2025-09-27 05:59:00,255.97,M00916,Restaurant,US
T000067032,A002487,2025-04-26 00:52:00,269.48,M00380,Office,US
T000067033,A002487,2025-01-22 14:13:00,151.0,M01150,Retail,US
T000067034,A002487,2025-03-20 03:57:00,66.73,M00901,Restaurant,CA
T000067035,A002487,2025-01-21 02:19:00,64.52,M01160,Tolls,US
T000067036,A002487,2025-01-01 10:58:00,72.96,M00575,Parts,MX
T000067037,A002487,2025-09-09 10:25:00,208.17,M00761,Office,US
T000067038,A002487,2025-08-24 03:26:00,218.39,M00716,Retail,US
T000067039,A002487,2025-07-03 14:18:00,98.5,M00935,Tolls,US
T000067040,A002487,2025-02-25 19:39:00,1091.9,M00220,Lodging,US
T000067041,A002487,2025-01-15 21:47:00,331.44,M00104,Retail,US
T000067042,A002487,2025-04-15 14:59:00,300.09,M00679,Restaurant,CA
T000067043,A002487,2025-01-29 08:40:00,270.15,M00444,Maintenance,MX
T000067044,A002487,2025-07-30 08:41:00,480.19,M00002,Fuel,US
T000067045,A002487,2025-02-14 23:36:00,137.25,M00037,Tolls,US
T000067046,A002487,2025-01-12 20:56:00,38.62,M00940,Maintenance,US
T000067047,A002487,2025-07-25 04:42:00,625.5,M00548,Other,US
T000067048,A002487,2025-09-06 11:44:00,22.55,M01162,Tolls,US
T000067049,A002487,2025-03-21 09:30:00,93.04,M00951,Office,US
T000067050,A002487,2025-02-19 00:13:00,176.45,M00511,Fuel,US
T000067051,A002487,2025-04-28 12:28:00,54.12,M00281,Fuel,US
T000067052,A002487,2025-07-18 03:23:00,44.87,M01133,Lodging,US
T000067053,A002487,2025-03-23 04:40:00,78.04,M01116,Lodging,US
T000067054,A002487,2025-02-06 20:02:00,169.61,M00412,Lodging,US
T000067055,A002487,2025-10-04 06:35:00,218.54,M01026,Lodging,US
T000067056,A002488,2025-05-27 18:46:00,186.97,M00940,Other,US
T000067057,A002488,2025-08-28 10:28:00,160.91,M00990,Maintenance,US
T000067058,A002488,2025-03-11 04:52:00,118.56,M01064,Lodging,US
T000067059,A002488,2025-09-15 16:56:00,140.63,M00621,Retail,MX
T000067060,A002488,2025-12-30 22:17:00,213.37,M00046,Fuel,US
T000067061,A002488,2025-07-24 12:57:00,54.4,M00631,Tolls,MX
T000067062,A002488,2025-09-09 11:31:00,41.17,M00107,Other,US
T000067063,A002488,2025-07-24 18:40:00,80.55,M00117,Restaurant,US
T000067064,A002488,2025-06-27 01:30:00,29.98,M00345,Other,US
T000067065,A002488,2025-09-03 19:02:00,105.13,M00672,Tolls,US
T000067066,A002488,2025-05-12 04:48:00,51.78,M00182,Other,US
T000067067,A002488,2025-11-29 11:28:00,161.88,M00799,Maintenance,US
T000067068,A002488,2025-01-15 05:52:00,158.89,M00354,Tolls,MX
T000067069,A002488,2025-10-15 23:56:00,73.49,M00836,Parts,US
T000067070,A002488,2025-12-28 10:26:00,165.26,M00265,Restaurant,MX
T000067071,A002488,2025-03-18 12:21:00,74.36,M00644,Tolls,US
T000067072,A002488,2025-03-11 20:16:00,99.47,M00139,Office,US
T000067073,A002488,2025-03-16 15:45:00,248.55,M00567,Other,US
T000067074,A002488,2025-06-18 05:07:00,362.76,M00581,Office,US
T000067075,A002488,2025-07-11 23:10:00,33.81,M00269,Restaurant,US
T000067076,A002488,2025-12-22 13:32:00,190.53,M01034,Parts,US
T000067077,A002488,2025-12-14 02:35:00,49.03,M00923,Fuel,US
T000067078,A002488,2025-10-10 00:50:00,49.78,M00639,Retail,US
T000067079,A002488,2025-03-22 02:26:00,208.44,M00684,Tolls,US
T000067080,A002488,2025-01-05 07:28:00,198.16,M00228,Tolls,MX
T000067081,A002488,2025-11-30 12:54:00,71.75,M00769,Tolls,CA
T000067082,A002488,2025-04-30 14:15:00,81.73,M00168,Restaurant,CA
T000067083,A002488,2025-11-04 10:13:00,368.44,M01096,Parts,US
T000067084,A002488,2025-11-18 15:50:00,109.76,M00004,Retail,US
T000067085,A002489,2025-09-03 15:35:00,43.71,M00715,Tolls,US
T000067086,A002489,2025-08-08 17:07:00,94.75,M00644,Retail,MX
T000067087,A002489,2025-08-11 19:49:00,240.11,M00397,Fuel,US
T000067088,A002489,2025-08-06 03:42:00,203.32,M00443,Fuel,US
T000067089,A002489,2025-04-13 06:36:00,159.66,M00588,Maintenance,US
T000067090,A002489,2025-04-08 09:02:00,22.84,M00652,Other,CA
T000067091,A002489,2025-11-17 05:27:00,282.62,M00581,Maintenance,CA
T000067092,A002489,2025-06-22 08:51:00,75.62,M01135,Fuel,MX
T000067093,A002489,2025-03-02 15:42:00,136.63,M00904,Tolls,US
T000067094,A002489,2025-09-07 08:07:00,77.48,M00005,Fuel,US
T000067095,A002489,2025-11-20 14:12:00,80.98,M00998,Fuel,US
T000067096,A002489,2025-08-04 07:19:00,52.29,M00012,Tolls,CA
T000067097,A002489,2025-04-17 14:48:00,125.0,M00351,Other,US
T000067098,A002489,2025-11-04 17:15:00,27.43,M00507,Office,US
T000067099,A002489,2025-06-15 11:20:00,130.49,M00777,Parts,US
T000067100,A002489,2025-02-13 23:26:00,169.05,M00917,Restaurant,US
T000067101,A002489,2025-05-19 20:40:00,195.07,M00064,Parts,MX
T000067102,A002489,2025-06-23 09:50:00,416.14,M00570,Parts,MX
T000067103,A002489,2025-09-11 00:10:00,17.42,M00887,Restaurant,US
T000067104,A002489,2025-12-17 00:13:00,158.28,M00530,Tolls,US
T000067105,A002489,2025-05-02 00:37:00,38.45,M00062,Office,US
T000067106,A002489,2025-07-12 00:07:00,201.0,M01188,Maintenance,CA
T000067107,A002489,2025-08-24 07:14:00,58.59,M00026,Other,US
T000067108,A002489,2025-05-16 15:02:00,303.73,M00005,Retail,MX
T000067109,A002489,2025-02-19 01:03:00,175.06,M00537,Tolls,US
T000067110,A002489,2025-08-18 08:10:00,104.03,M00432,Retail,MX
T000067111,A002489,2025-10-05 11:45:00,118.46,M00479,Tolls,US
T000067112,A002490,2025-04-23 09:13:00,236.83,M00434,Maintenance,US
T000067113,A002490,2025-09-22 14:04:00,47.88,M00863,,US
T000067114,A002490,2025-11-09 10:44:00,164.64,M00719,Office,US
T000067115,A002490,2025-05-29 01:41:00,44.23,M01093,Tolls,US
T000067116,A002490,2025-11-24 16:11:00,71.24,M00192,Office,US
T000067117,A002490,2025-04-13 12:22:00,662.2,M00081,Tolls,US
T000067118,A002490,2025-12-23 08:10:00,209.04,M00463,Office,US
T000067119,A002490,2025-01-13 23:11:00,83.3,M00729,Parts,US
T000067120,A002490,2025-04-14 07:22:00,125.98,M00914,Lodging,US
T000067121,A002490,2025-07-21 07:48:00,130.21,M00407,Maintenance,US
T000067122,A002490,2025-09-04 05:39:00,426.93,M00913,Fuel,CA
T000067123,A002490,2025-08-02 03:29:00,120.86,M00008,Parts,US
T000067124,A002490,2025-04-07 05:58:00,32.89,M00793,Lodging,US
T000067125,A002490,2025-06-19 19:40:00,337.89,M00809,Tolls,US
T000067126,A002490,2025-09-18 13:41:00,527.76,M00398,Retail,US
T000067127,A002490,2025-01-23 12:43:00,-221.24,M00049,Tolls,US
T000067128,A002490,2025-02-16 23:50:00,95.78,M00943,Lodging,US
T000067129,A002490,2025-04-20 13:17:00,85.96,M00354,Fuel,US
T000067130,A002490,2025-02-26 12:41:00,139.04,M00641,Other,US
T000067131,A002490,2025-12-31 22:33:00,600.24,M00358,Restaurant,US
T000067132,A002491,2025-06-05 14:45:00,216.9,M00741,Other,US
T000067133,A002491,2025-06-14 02:03:00,89.79,M00122,,US
T000067134,A002491,2025-11-16 06:05:00,178.18,M00526,Lodging,MX
T000067135,A002491,2025-04-28 08:49:00,140.08,M00201,Parts,MX
T000067136,A002491,2025-08-14 19:38:00,115.45,M01055,Maintenance,US
T000067137,A002491,2025-10-13 19:23:00,72.78,M00340,Parts,US
T000067138,A002491,2025-12-03 18:52:00,249.04,M00343,Lodging,US
T000067139,A002491,2025-11-08 04:31:00,131.05,M00517,Fuel,US
T000067140,A002491,2025-03-18 00:18:00,79.87,M01109,Office,US
T000067141,A002491,2025-12-26 22:31:00,212.58,M00554,Tolls,US
T000067142,A002491,2025-01-25 16:35:00,60.33,M00324,Retail,US
T000067143,A002491,2025-02-16 15:51:00,367.32,M00171,Office,US
T000067144,A002491,2025-03-04 11:56:00,71.62,M00795,Tolls,CA
T000067145,A002491,2025-11-21 17:19:00,783.58,M00277,Restaurant,US
T000067146,A002491,2025-06-26 21:19:00,34.09,M00263,Maintenance,US
T000067147,A002491,2025-09-26 05:58:00,31.98,M00528,Parts,US
T000067148,A002491,2025-01-14 09:24:00,65.48,M00224,Parts,MX
T000067149,A002491,2025-08-31 05:06:00,177.93,M00928,Retail,US
T000067150,A002491,2025-02-28 23:10:00,117.04,M00011,Office,MX
T000067151,A002491,2025-03-16 17:27:00,281.05,M01057,Tolls,US
T000067152,A002491,2025-02-11 07:20:00,80.94,M01037,Office,CA
T000067153,A002492,2025-10-24 23:05:00,100.12,M00177,Parts,US
T000067154,A002492,2025-05-08 14:13:00,204.5,M00281,Retail,US
T000067155,A002492,2025-08-12 01:50:00,255.22,M01030,Restaurant,US
T000067156,A002492,2025-03-23 06:30:00,135.33,M01199,Fuel,US
T000067157,A002492,2025-12-22 12:57:00,105.67,M00210,Tolls,CA
T000067158,A002492,2025-04-18 18:52:00,84.94,M00303,Fuel,US
T000067159,A002492,2025-06-24 12:03:00,-163.51,M00539,Lodging,US
T000067160,A002492,2025-11-06 13:21:00,102.62,M00161,Retail,US
T000067161,A002492,2025-03-15 13:47:00,103.84,M00359,Maintenance,MX
T000067162,A002492,2025-11-02 01:01:00,62.93,M00547,Restaurant,US
T000067163,A002492,2025-06-12 23:27:00,67.44,M01096,Retail,MX
T000067164,A002492,2025-12-13 23:35:00,346.86,M00852,Fuel,US
T000067165,A002492,2025-06-16 17:19:00,183.45,M00158,Tolls,CA
T000067166,A002492,2025-07-02 17:10:00,170.11,M00052,Restaurant,US
T000067167,A002492,2025-04-07 11:28:00,301.44,M00099,Maintenance,US
T000067168,A002492,2025-11-16 20:52:00,28.79,M00907,Tolls,US
T000067169,A002492,2025-05-30 17:32:00,92.92,M00732,Parts,MX
T000067170,A002492,2025-11-15 20:54:00,149.08,M00612,Parts,US
T000067171,A002492,2025-12-02 04:49:00,192.59,M00887,Lodging,US
T000067172,A002492,2025-04-06 17:07:00,26.12,M01147,Fuel,US
T000067173,A002492,2025-03-20 23:42:00,264.36,M00283,Parts,US
T000067174,A002493,2025-11-06 08:43:00,219.45,M00801,Lodging,US
T000067175,A002493,2025-05-17 19:24:00,110.13,M00350,Restaurant,MX
T000067176,A002493,2025-09-15 14:14:00,400.9,M01016,Retail,US
T000067177,A002493,2025-12-08 04:31:00,73.6,M00303,Fuel,US
T000067178,A002493,2025-06-16 06:04:00,100.96,M00947,Parts,US
T000067179,A002493,2025-04-01 00:56:00,40.16,M01078,Lodging,US
T000067180,A002493,2025-09-25 03:48:00,107.19,M00021,Tolls,US
T000067181,A002493,2025-12-13 14:20:00,56.79,M01074,Tolls,US
T000067182,A002493,2025-05-21 05:19:00,105.76,M01092,Office,US
T000067183,A002493,2025-06-15 10:39:00,49.05,M01161,Retail,US
T000067184,A002493,2025-06-12 07:04:00,189.35,M00077,Parts,MX
T000067185,A002493,2025-06-27 17:25:00,212.91,M00377,Restaurant,MX
T000067186,A002493,2025-07-18 12:07:00,277.78,M01029,Other,US
T000067187,A002493,2025-05-08 01:10:00,466.31,M00176,Office,US
T000067188,A002493,2025-10-02 00:37:00,99.07,M00458,Retail,US
T000067189,A002493,2025-06-14 16:10:00,29.79,M01131,Office,US
T000067190,A002493,2025-02-02 00:52:00,57.3,M00344,Lodging,US
T000067191,A002493,2025-07-25 20:36:00,250.98,M00570,Parts,US
T000067192,A002493,2025-08-24 18:48:00,88.07,M00333,Lodging,US
T000067193,A002493,2025-11-12 16:56:00,515.67,M00864,Office,US
T000067194,A002493,2025-11-12 04:26:00,253.98,M00369,Lodging,US
T000067195,A002493,2025-09-01 07:54:00,30.3,M00106,Maintenance,US
T000067196,A002493,2025-05-04 17:12:00,100.43,M01097,Tolls,US
T000067197,A002493,2025-10-27 18:49:00,293.79,M01179,Fuel,MX
T000067198,A002494,2025-11-24 16:30:00,17.34,M00391,Tolls,US
T000067199,A002494,2025-02-16 01:17:00,68.49,M00138,Tolls,CA
T000067200,A002494,2025-03-09 13:21:00,174.88,M00652,Office,CA
T000067201,A002494,2025-05-09 20:36:00,88.16,M00435,Other,US
T000067202,A002494,2025-07-30 03:58:00,84.79,M01198,Retail,US
T000067203,A002494,2025-08-14 21:09:00,567.89,M00838,Tolls,US
T000067204,A002494,2025-01-04 11:46:00,140.3,M01018,Retail,US
T000067205,A002494,2025-02-17 16:57:00,113.29,M00612,Restaurant,US
T000067206,A002494,2025-10-29 01:14:00,34.82,M00085,Fuel,US
T000067207,A002494,2025-04-08 21:29:00,85.58,M00791,Other,US
T000067208,A002494,2025-01-22 07:04:00,193.47,M00893,Lodging,US
T000067209,A002494,2025-01-19 11:42:00,123.55,M01111,Tolls,US
T000067210,A002494,2025-08-14 05:06:00,97.64,M01158,Maintenance,US
T000067211,A002494,2025-12-23 20:03:00,168.11,M00682,Tolls,US
T000067212,A002494,2025-04-25 03:34:00,58.25,M00922,Tolls,US
T000067213,A002494,2025-06-29 16:39:00,196.48,M00178,Fuel,US
T000067214,A002494,2025-01-03 06:59:00,234.95,M00405,Lodging,US
T000067215,A002494,2025-12-09 01:39:00,247.13,M01199,Maintenance,US
T000067216,A002494,2025-12-24 20:57:00,15.54,M00211,Maintenance,MX
T000067217,A002494,2025-10-01 08:08:00,50.39,M00817,Retail,US
T000067218,A002494,2025-06-14 03:07:00,163.43,M00767,Restaurant,US
T000067219,A002494,2025-09-29 12:20:00,406.21,M00130,Office,MX
T000067220,A002494,2025-11-26 07:32:00,232.84,M00587,Fuel,US
T000067221,A002494,2025-07-02 05:39:00,140.27,M00751,Restaurant,US
T000067222,A002494,2025-11-21 20:44:00,292.73,M00689,Retail,US
T000067223,A002494,2025-12-16 08:05:00,97.92,M00339,Lodging,CA
T000067224,A002495,2025-04-08 18:22:00,168.86,M00037,Lodging,US
T000067225,A002495,2025-06-26 17:17:00,130.2,M00628,Other,US
T000067226,A002495,2025-12-25 02:41:00,183.95,M01135,Maintenance,US
T000067227,A002495,2025-09-01 03:24:00,40.44,M00385,Other,US
T000067228,A002495,2025-04-01 11:59:00,78.37,M00818,Retail,US
T000067229,A002495,2025-01-19 00:12:00,204.11,M00290,Office,CA
T000067230,A002495,2025-11-26 07:05:00,215.77,M00599,Office,US
T000067231,A002495,2025-02-04 23:40:00,766.91,M01151,Restaurant,US
T000067232,A002495,2025-12-19 05:56:00,67.89,M01154,Fuel,MX
T000067233,A002495,2025-05-09 09:32:00,507.92,M01025,Maintenance,US
T000067234,A002495,2025-11-19 08:43:00,254.77,M00381,Lodging,US
T000067235,A002495,2025-03-09 21:14:00,58.18,M00476,Other,MX
T000067236,A002495,2025-01-09 20:06:00,128.92,M00117,Restaurant,CA
T000067237,A002495,2025-05-20 06:50:00,90.21,M00689,Retail,US
T000067238,A002495,2025-03-31 20:46:00,139.16,M00884,Retail,CA
T000067239,A002495,2025-12-03 19:57:00,139.95,M00421,Fuel,MX
T000067240,A002495,2025-04-12 01:11:00,30.26,M00106,Office,US
T000067241,A002495,2025-08-17 20:58:00,30.79,M00797,Other,US
T000067242,A002496,2025-10-28 21:17:00,232.29,M00959,Maintenance,US
T000067243,A002496,2025-04-27 17:40:00,89.09,M00202,Fuel,US
T000067244,A002496,2025-06-13 19:23:00,18.41,M00727,Restaurant,US
T000067245,A002496,2025-12-21 13:19:00,56.58,M00507,Restaurant,US
T000067246,A002496,2025-11-20 09:49:00,44.03,M00599,Restaurant,US
T000067247,A002496,2025-03-17 05:52:00,110.2,M01136,Other,CA
T000067248,A002496,2025-04-09 10:39:00,70.89,M00609,Tolls,US
T000067249,A002496,2025-03-12 09:32:00,122.3,M00412,Retail,US
T000067250,A002496,2025-01-02 18:28:00,75.78,M01039,Tolls,MX
T000067251,A002496,2025-10-01 06:55:00,134.69,M01129,Retail,CA
T000067252,A002496,2025-10-19 14:45:00,645.37,M00892,Parts,CA
T000067253,A002496,2025-06-29 00:24:00,108.69,M00694,Maintenance,US
T000067254,A002496,2025-03-27 04:45:00,105.26,M00103,Other,US
T000067255,A002496,2025-05-07 20:59:00,70.85,M00503,Maintenance,US
T000067256,A002496,2025-10-28 22:57:00,68.19,M00033,Maintenance,MX
T000067257,A002496,2025-02-23 20:53:00,58.53,M00879,Retail,US
T000067258,A002496,2025-04-06 16:11:00,47.5,M00132,Maintenance,US
T000067259,A002496,2025-11-14 03:33:00,44.52,M00239,,US
T000067260,A002496,2025-03-30 00:18:00,117.73,M00774,Maintenance,US
T000067261,A002496,2025-08-14 20:14:00,253.01,M00198,Restaurant,US
T000067262,A002496,2025-04-06 15:12:00,205.14,M00492,Restaurant,US
T000067263,A002496,2025-12-29 21:28:00,74.13,M01122,Lodging,MX
T000067264,A002496,2025-04-20 14:16:00,56.34,M00689,Tolls,US
T000067265,A002496,2025-07-04 14:31:00,624.41,M00313,Parts,MX
T000067266,A002496,2025-01-09 12:28:00,89.51,M01104,Other,US
T000067267,A002496,2025-11-15 18:28:00,208.36,M00395,Restaurant,US
T000067268,A002496,2025-07-05 13:43:00,253.07,M00814,Tolls,CA
T000067269,A002496,2025-12-04 12:25:00,172.47,M01175,Parts,CA
T000067270,A002496,2025-04-06 13:28:00,110.63,M00725,Retail,US
T000067271,A002497,2025-04-28 05:19:00,55.4,M00043,Retail,MX
T000067272,A002497,2025-08-12 15:31:00,105.32,M00480,Office,CA
T000067273,A002497,2025-12-29 18:14:00,64.65,M00045,Restaurant,US
T000067274,A002497,2025-10-15 11:08:00,124.49,M00945,Maintenance,MX
T000067275,A002497,2025-11-03 05:39:00,189.46,M00382,Restaurant,US
T000067276,A002497,2025-04-28 21:37:00,221.13,M00872,Other,US
T000067277,A002497,2025-09-08 08:40:00,63.66,M00978,Retail,US
T000067278,A002497,2025-04-04 06:26:00,160.08,M00580,Tolls,CA
T000067279,A002497,2025-03-12 04:29:00,387.7,M00397,Lodging,CA
T000067280,A002497,2025-07-31 09:28:00,80.66,M00420,Fuel,MX
T000067281,A002497,2025-05-28 02:43:00,256.36,M01168,Retail,US
T000067282,A002497,2025-08-13 18:08:00,58.14,M00612,Fuel,US
T000067283,A002497,2025-10-03 01:13:00,80.35,M00766,Parts,US
T000067284,A002497,2025-05-26 09:31:00,148.22,M00088,Other,US
T000067285,A002497,2025-07-20 14:30:00,84.85,M00884,Retail,US
T000067286,A002497,2025-12-20 23:07:00,167.98,M01056,Lodging,MX
T000067287,A002497,2025-12-07 16:54:00,217.42,M00729,Parts,US
T000067288,A002497,2025-06-21 18:41:00,216.5,M00336,Office,US
T000067289,A002497,2025-05-12 03:19:00,110.16,M00632,Office,US
T000067290,A002497,2025-05-16 21:32:00,65.14,M00301,Maintenance,CA
T000067291,A002497,2025-11-18 21:21:00,92.37,M00180,Maintenance,US
T000067292,A002499,2025-02-09 01:21:00,103.52,M00670,Office,US
T000067293,A002499,2025-08-17 17:54:00,19.78,M00823,Fuel,US
T000067294,A002499,2025-06-04 18:00:00,144.62,M00136,Maintenance,MX
T000067295,A002499,2025-09-11 04:00:00,38.08,M00084,Tolls,US
T000067296,A002499,2025-01-13 20:37:00,185.56,M00068,Fuel,CA
T000067297,A002499,2025-05-23 01:02:00,131.78,M00428,Restaurant,CA
T000067298,A002499,2025-04-18 15:31:00,473.03,M01135,Restaurant,US
T000067299,A002499,2025-11-03 04:28:00,210.76,M00565,Fuel,US
T000067300,A002499,2025-11-05 04:35:00,317.89,M00609,Office,MX
T000067301,A002499,2025-10-17 09:40:00,194.2,M00581,Maintenance,US
T000067302,A002499,2025-09-10 03:26:00,101.14,M00255,Maintenance,CA
T000067303,A002499,2025-01-02 03:33:00,96.87,M00330,Parts,US
T000067304,A002499,2025-01-02 22:52:00,152.22,M00961,Tolls,US
T000067305,A002499,2025-03-25 18:15:00,93.71,M00980,Lodging,US
T000067306,A002499,2025-01-18 00:01:00,45.25,M00520,Other,MX
T000067307,A002499,2025-06-06 02:07:00,85.37,M00756,Restaurant,US
T000067308,A002499,2025-07-07 09:49:00,21.5,M00333,Retail,US
T000067309,A002499,2025-07-27 23:57:00,313.77,M00815,Fuel,CA
T000067310,A002499,2025-05-18 18:13:00,69.4,M00588,Office,US
T000067311,A002499,2025-06-09 22:01:00,244.38,M00933,Tolls,US
T000067312,A002499,2025-10-17 23:19:00,451.63,M00642,Fuel,MX
T000067313,A002499,2025-04-19 06:45:00,152.39,M00450,Other,US
T000067314,A002499,2025-11-13 11:25:00,714.83,M00812,Tolls,CA
T000067315,A002499,2025-03-26 10:55:00,46.09,M00679,Lodging,US
T000067316,A002499,2025-07-27 11:58:00,65.23,M00387,Lodging,US
T000067317,A002500,2025-01-06 21:59:00,92.05,M00792,Tolls,CA
T000067318,A002500,2025-04-21 17:39:00,77.25,M00275,Fuel,MX
T000067319,A002500,2025-10-20 22:13:00,58.08,M00452,Lodging,US
T000067320,A002500,2025-06-14 10:07:00,457.98,M00424,Restaurant,US
T000067321,A002500,2025-08-21 08:11:00,247.88,M01014,Office,CA
T000067322,A002500,2025-07-15 10:46:00,2462.17,M00072,Fuel,US
T000067323,A002500,2025-11-08 23:37:00,60.97,M00151,Maintenance,US
T000067324,A002500,2025-07-04 09:46:00,288.19,M00592,Fuel,US
T000067325,A002500,2025-08-26 04:34:00,128.62,M00884,Fuel,US
T000067326,A002500,2025-05-19 05:50:00,196.42,M00438,Other,US
T000067327,A002500,2025-07-31 09:00:00,350.43,M00102,Maintenance,US
T000067328,A002500,2025-11-12 13:27:00,42.66,M00597,Lodging,CA
T000067329,A002500,2025-04-24 02:54:00,85.28,M00281,Tolls,US
T000067330,A002500,2025-11-16 20:48:00,47.13,M00423,Office,MX
T000067331,A002500,2025-01-14 03:54:00,23.79,M00830,Fuel,CA
T000067332,A002500,2025-06-19 18:00:00,226.79,M00673,Tolls,MX
T000067333,A002500,2025-02-02 01:25:00,152.33,M00091,Lodging,MX
T000067334,A002500,2025-03-16 02:50:00,167.94,M00010,Other,MX
T000067335,A002500,2025-03-14 04:17:00,27.08,M01185,Retail,US
T000067336,A002500,2025-12-29 18:19:00,165.04,M00822,Restaurant,US
T000067337,A002500,2025-01-23 15:46:00,182.57,M00770,Lodging,CA
